label,content
科技,金融统计管理规定(2002年11月1日中国人民银行令〔2002〕第9号公布 自2002年12月15日起施行)第一章总则第一条为适应金融管理体制改革和金融业务的发展，依法强化金融统计管理，规范金融统计行为，提高金融统计质量，根据《中华人民共和国统计法》、《中华人民共和国统计法实施细则》、《中华人民共和国中国人民银行法》、《中华人民共和国商业银行法》、《金融违法行为处罚办法》等法律、法规，制定本规定。第二条本规定适用于中国人民银行，以及经中国人民银行批准从事金融业务的中、外资金融机构，包括政策性银行、商业银行、城市信用合作社、农村信用合作社、信托投资公司、企业集团财务公司、金融租赁公司、金融资产管理公司、邮政储汇局等。第三条本规定所称金融统计，系指中国人民银行和各金融机构统计部门对各项金融业务活动的情况和资料进行调查收集、整理和分析，提供统计信息和统计咨询意见，实行信息交流与共享，进行金融统计管理和监督等活动的总称。它包括货币统计、本外币信贷收支统计、现金收支统计、贷款累放累收统计、金融监管统计、资金流量统计、金融市场统计、银行中间业务及各种专项统计等金融业务统计。本规定所称统计部门，系指
科技,中国人民银行和各金融机构内部从事金融统计业务的工作部门。第四条金融统计工作的基本任务是：及时、准确、全面地完成各项金融业务统计；收集、整理、积累金融和有关国民经济的统计资料；开展统计调查、统计分析和统计预测，依法进行统计管理和统计检查，为国家和金融部门进行宏观经济决策、监测经济与金融运行情况、金融监管和经营管理提供统计信息和统计咨询意见；为社会公众提供统计信息；进行国际交流和为有关国际金融组织提供信息资料。第五条金融统计工作遵循客观性、科学性、统一性、及时性的原则。第六条金融统计实行统一领导、分级负责的管理体制。中国人民银行是组织、领导、监督、管理和协调全国金融统计工作的主管机关。第七条金融统计要以计算机网络为依托逐步实现自动化、规范化、标准化管理。第八条加快金融统计与国际接轨的进程，逐步实现按国际准则加工和披露金融统计数据。第九条金融统计是以会计科目和各类账户信息为基础的全面统计，在此基础上形成各类统计报表。第二章金融统计资料的管理与统计调查第十条中国人民银行总行统一管理金融系统全国性统计报表，并负责金融系统全国性统计报表的制定、颁发与撤销。中国人民银行各分支行负责监督、检查辖区内金
科技,融机构执行统计报表、统计数据管理制度的情况。第十一条金融机构总行（总公司、总局）管理本系统金融统计报表，并负责系统内全国性定期统计报表的制定、撤销，但须报中国人民银行总行备案。第十二条中国人民银行各分行、营业管理部、省会（首府）城市中心支行可以制定地区性统计报表，但须报中国人民银行总行备案；金融机构省分行（分公司、分局）可以制定本系统地区性统计报表，但须报中国人民银行分行、省会（首府）城市中心支行备案。中国人民银行省会（首府）城市中心支行以下分支机构和金融机构省分行（分公司、分局）以下分支机构不得制定地区固定性统计报表。但在征得上级部门同意后，可根据实际需要制定地区临时性统计报表。临时性报表的期限一般不超过一年。第十三条中国人民银行分行、营业管理部、省会（首府）城市中心支行，金融机构总行（总公司、总局）、省分行（分公司、分局），在遵循中国人民银行总行统一规定的统计项目、统计指标下，可增设必要的统计项目、统计指标。中国人民银行各分行、营业管理部、省会（首府）城市中心支行根据金融管理的需要，可要求辖区内金融机构增设必要的统计项目、统计指标和附表、统计台账和原始统计记录。第十四条中国人民银行
科技,和各金融机构及其分支机构应严格控制临时性统计报表的制定和印发，减少临时性统计报表的数量。第十五条中国人民银行制定统一的金融统计标准，以保障统计调查中采用的指标含义、计算方法、分类目录、调查表式和统计编码等方面的标准化。第十六条中国人民银行向各金融机构收集统计数据由中国人民银行统计部门归口管理，各金融机构内设部门向中国人民银行报送的与中国人民银行统一金融统计指标（全科目统计指标）相关的统计数据由各金融机构统计部门归口管理，以保证统计数据的准确和一致。第十七条中国人民银行和各金融机构统计部门要加强对金融统计资料和统计电子化资料的管理，建立健全金融统计资料的审核、整理、交接和存档等管理制度。第十八条对违反国家统计法律、法规和本规定制定印发的统计报表和统计调查表，中国人民银行和各金融机构统计部门有权拒绝填报。第十九条全国范围或地区性统计调查，由中国人民银行组织各金融机构共同进行；各金融机构本系统的统计调查，由各金融机构负责组织。第三章金融统计资料的公布第二十条金融统计资料公布的主要内容要逐步实现与国际接轨，加快透明度进程。第二十一条中国人民银行总行定期公布全国性金融统计资料（月后20日内通过新
科技,闻媒体和中国人民银行网站向全社会公布月度金融机构货币供应量、信贷收支及资产负债主要指标等金融统计资料）；中国人民银行分行、营业管理部、省会（首府）城市中心支行根据中国人民银行总行规定，定期公布辖区内金融统计资料，并报总行备案，对外公布个别项目的统计数字，须报经行长批准。金融机构总行（总公司、总局）对外公布金融统计资料，须经本行（公司、局）行长（总经理、局长）批准。金融机构分支机构公布金融统计资料，按照其上级主管部门的规定执行。第二十二条对外公布有密级的金融统计资料的审批，实行分级负责制度。绝密、机密、秘密级的金融统计资料，未经批准，任何单位或个人不得擅自对外公布。绝密、机密、秘密级金融统计资料的划分，按《金融工作中国家秘密及密级具体范围的规定》执行。对外公布绝密级金融统计资料，必须报经国务院审批后，由中国人民银行总行公布；对外公布机密级金融统计资料，须经中国人民银行总行批准；对外公布秘密级金融统计资料，全国性数字由中国人民银行总行批准，金融机构本系统的数字由其总行（总公司、总局）批准。第四章金融统计部门的职责第二十三条中国人民银行总行设立专职统计部门，负责组织、领导和协调全国金融统计工
科技,作；中国人民银行各分行、营业管理部、省会（首府）城市中心支行、地（市）级中心支行设专职统计部门，负责领导、协调辖区内金融机构的统计工作；中国人民银行县级支行设置统计岗位。第二十四条各金融机构总行（总公司、总局）设立专职统计部门，管理本系统的统计工作；各金融机构分支机构的统计部门设置，由其总行（总公司、总局）自行决定。第二十五条中国人民银行统计部门履行下列职责：（一）中国人民银行总行统计部门起草金融统计制度和有关管理规定；各分行、营业管理部、省会（首府）城市中心支行统计部门可根据总行下发的制度和有关规定，结合当地情况起草本行制度和实施细则，并报中国人民银行总行备案。（二）组织、领导、管理、监督、检查金融机构的统计工作。（三）收集、审核、汇总、编制金融统计数据和统计报表。（四）收集、整理、积累金融统计资料和有关国民经济统计资料。（五）按规定向有关部门提供金融统计资料，对外公布综合性金融统计资料。（六）组织金融机构开展统计调查、统计分析和统计预测。（七）组织和促进金融统计标准化、现代化建设，建立统一的金融统计管理信息系统和有效安全的网络传输设施，在金融系统内实行信息共享。（八）组织开展统计执
科技,法和统计质量检查，培训统计人员。（九）经授权代表金融系统参加国内、国际金融统计活动。第二十六条金融机构统计部门履行下列职责：（一）贯彻执行中国人民银行制定的金融统计制度及有关管理办法，并接受中国人民银行的监督、检查。（二）制定本系统金融统计制度、办法，领导和管理本系统金融统计工作。（三）收集、汇总、编制、管理本系统金融统计数据和报表。（四）收集、整理、积累本系统金融统计资料和有关国民经济统计资料。（五）依法向中国人民银行报送统计数据、报表、统计制度和统计资料，向有关部门提供统计数据，对外公布本系统金融统计信息。（六）完成中国人民银行布置的各项统计调查工作，在本系统组织开展统计调查、统计分析和统计预测。（七）执行中国人民银行规定的统一的统计指标编码和电子文件接口规则。（八）领导、组织本系统开展统计法规和统计质量检查，培训统计人员。第五章统计人员的配备与职责第二十七条统计人员的配备应符合以下要求：（一）统计人员要具备良好的职业道德，具有必要的统计专业基础知识和一定的计算机操作技能。（二）统计人员必须实行岗位培训，未经岗前培训或培训不合格者不得上岗。经考核不适宜担任统计工作的人员，应及时进行
科技,调整。第二十八条中国人民银行分支行统计部门主要负责人的调动，要征得上一级中国人民银行主管部门的同意；各金融机构分支行（公司、局）统计负责人的调动，应当征得其上级主管部门同意并向中国人民银行当地统计部门备案；统计人员调动工作或者离职，应当有符合规定条件的人接管，并须办理交接手续。第二十九条中国人民银行分支行、各金融机构及其分支机构，应当根据国家有关规定和工作需要，设置和聘任统计专业技术职务。第三十条凡设置统计部门的机构，其统计部门主要负责人为统计责任人；不设统计部门的，其法定代表人或主要负责人为统计责任人。统计责任人要对本机构统计数据的真实性负责。第三十一条统计人员履行以下职责：（一）执行统计法律、规定、制度，按规定及时、准确、完整地填报统计数字，编制统计报表，不得虚报、瞒报、伪造、篡改统计数据；（二）严格遵守保密制度；（三）收集、整理、提供统计资料；（四）进行统计调查、统计分析和统计预测;（五）规范使用统计计算机程序系统，保证统计资料和统计数据安全;（六）依照规定的审批程序，有权要求有关部门和人员提供金融业务资料，询问情况和查阅原始资料；（七）检查统计资料的准确性，有权要求改正不确实的
科技,统计资料；（八）拒报不符合规定的统计报表，检举和揭发违反统计法律、规定、制度的行为。中国人民银行和各金融机构的统计部门及统计人员依照国家颁布的统计法律、法规和本规定行使上述职权，任何单位和个人不得非法干预。第六章统计监督和统计检查第三十二条中国人民银行统计部门依法对各金融机构的统计工作以及统计法律、规定、制度的执行情况，统计质量、统计真实性情况和统计工作情况，定期或不定期进行监督检查。检查的内容和重点应根据统计法律、规定和统计制度实施的情况具体确定。金融机构统计部门在中国人民银行同级统计部门的组织指导下，监督检查本系统统计工作，以及统计法律、规定、制度的执行情况。任何人不得干扰和妨碍统计人员执法检查和做出检查结论。第三十三条中国人民银行统计部门应配备熟悉相关法律、规定、制度和统计业务的专职或兼职统计检查员。第三十四条统计检查员在规定的职责范围内行使统计检查权。第三十五条统计检查部门和统计检查员有权对被检查机构使用的统计资料及其数据来源进行检查和监督。统计检查员按规定有权向被检查金融机构发出《统计检查查询书》。被检查金融机构在接到《统计检查查询书》15日内应据实答复。第三十六条统计检查可
科技,以对会计报表、与统计有关的其他业务报表及有关台账和原始凭证等进行核对。第七章奖励与惩罚第三十七条中国人民银行和各金融机构定期分别对本系统金融统计工作进行评比，中国人民银行定期对金融系统统计工作进行评比。中国人民银行和各金融机构根据有关规定对有下列表现之一的金融统计人员或者集体，分别给予嘉奖、记功、记大功、晋级、升职，授予荣誉称号，并可给予一定的奖励，奖励费用按照有关规定在有关经费中开支。（一）在改革和完善金融统计制度、统计方法等方面，有突出贡献的；（二）在完成金融统计调查任务，保障统计资料的及时性、准确性方面，做出显著成绩的；（三）在进行金融统计分析、统计监督方面有创新，取得重要成果的；（四）在运用和推广现代化统计信息技术方面，有显著成绩的；（五）在强化统计教育和统计专业培训、进行统计科学研究，提高统计科学水平方面，做出重要贡献的；（六）坚持实事求是，依法办事，同违反统计法律、规定、制度的行为作斗争，表现突出的；（七）揭发、检举统计违法行为有功的。第三十八条金融机构统计及相关部门和人员，有下列行为之一者，由中国人民银行地（市）级（含地、市）以上机构和有关部门对该金融机构给予警告并处以3
科技,万元以下罚款；对金融机构直接负责的高级管理人员、其他直接负责的主管人员和直接责任人员，由所在金融机构或者上级金融机构给予警告、严重警告、记过、记大过、降级的纪律处分。中国人民银行统计及相关部门的工作人员有下列行为之一者，由所在单位或上级单位给予警告、严重警告、记过、记大过、降级的纪律处分。（一）虚报、瞒报金融统计资料的；（二）伪造、篡改金融统计资料的；（三）拒报或者屡次迟报金融统计资料的；（四）违反本规定，未经批准，自行编制发布金融统计调查表，造成恶劣影响的；（五）违反本规定有关保密条款和《金融工作中国家秘密及其密级具体范围规定》，超越权限，自行公布金融统计资料造成严重后果的；（六）强迫和授意统计部门和统计人员在统计数据上弄虚作假的；（七）对坚持原则实报统计数据或检举揭发统计违法、违规行为人员进行刁难、打击报复的；（八）在接受统计检查时，拒绝提供情况、提供虚假情况或者转移、隐匿、毁弃原始统计记录、统计台账、统计报表以及与统计有关的其他资料造成重大损害的；（九）使用暴力或者威胁的手段阻挠、抗拒统计检查的；（十）中国人民银行总行、分行、营业管理部、省会（首府）城市中心支行依法认定的其他行为
科技,。第三十九条严重违反本规定的各金融机构统计及相关部门和人员，有下列行为之一者，由中国人民银行地（市）级（不含地、市）以上机构依据《金融违法行为处罚办法》第十二条对该金融机构给予警告，并处以10万元以上50万元以下罚款，情节严重的，责令该金融机构停业整顿或者吊销经营金融业务许可证；对金融机构直接负责的高级管理人员、其他直接负责的主管人员和直接责任人员，由所在金融机构或者上级金融机构给予记大过直至开除的纪律处分。中国人民银行统计及相关部门人员有下列行为之一者，由所在单位或上级单位给予记大过直至开除的纪律处分。（一）虚报、瞒报、伪造、篡改金融统计资料数额较大或者占应报数额的份额较多的；（二）虚报、瞒报、伪造、篡改金融统计资料，一年内再次发生的；（三）虚报、瞒报、伪造、篡改金融统计资料，被责令改正而拒不改正的；（四）虚报、瞒报、伪造、篡改金融统计资料，造成严重后果的；（五）中国人民银行总行、分行、营业管理部、省会（首府）城市中心支行依法认定的其他行为。第四十条对于违反本规定，篡改金融统计资料、编造虚假数字骗取荣誉称号、物质奖励或晋升职务的，由作出有关决定的机关或其上级机关、监察机关取消其荣誉称
科技,山西省促进民营经济发展办法(2019年11月12日山西省人民政府令第265号公布 自2020年1月1日起施行)第一条为了促进民营经济健康发展，保护民营经济组织的合法权益，根据有关法律、法规，结合本省实际，制定本办法。第二条本办法适用于本省行政区域内促进民营经济发展的相关活动。本办法所称民营经济组织，是指在本省依法设立或者开展投资、经营的民营企业和个体工商户等各类经济组织。第三条促进民营经济发展应当坚持市场主导、政策引导、依法规范、保障权益的原则。第四条县级以上人民政府应当加强对民营经济发展工作的领导，将民营经济发展工作纳入国民经济和社会发展规划，支持民营经济发展。县级以上人民政府应当建立由发展和改革、科学技术、工业和信息化、司法行政、财政、人力资源和社会保障、自然资源、生态环境、商务、其他管理、行政审批服务管理、税务和金融等行政管理部门组成的联席会议制度，协调解决促进民营经济发展中的重大问题。第五条县级以上人民政府确定的民营经济主管部门负责民营经济发展的指导和服务工作。县级以上人民政府有关部门应当按照各自职责，落实有关支持民营经济的政策，做好促进民营经济发展工作。第六条县级以上人民政府
科技,应当设立民营经济发展专项资金，纳入年度财政预算，并逐步加大资金投入力度。民营经济发展专项资金可以通过补助、基金以及市场化方式，支持民营经济组织。第七条民营经济组织可以按照有关规定向相关部门申请民营经济发展专项资金。县级以上人民政府有关部门应当为民营经济组织申请民营经济发展专项资金提供咨询、指导服务。民营经济组织不得伪造事实或者采用其他非法手段，骗取或者套取民营经济发展专项资金。第八条县级以上人民政府应当逐步建立民营经济发展监测和分析机制，将促进民营经济发展工作纳入督查范围和政府目标管理绩效考核。第九条县级以上人民政府应当为民营经济组织创造平等准入的市场环境。鼓励民营经济组织平等进入法律、法规未明确禁止的行业和领域。第十条县级以上人民政府应当优化营商环境，简化审批程序，降低民营经济组织设立、运营成本。县级以上人民政府有关部门应当主动公开有关支持民营经济发展的政策措施及其适用范围、标准和条件、申请程序等信息，方便民营经济组织查询。第十一条县级以上人民政府应当拓宽民间投资领域，引导民营经济组织参与"PPP"项目，鼓励民营经济组织投资基础设施、生态环保、脱贫攻坚、文化旅游、民生康养等领域。鼓励
科技,民营经济组织加快传统产业改造升级，投资高端装备制造、新能源汽车、新能源、新材料、现代服务业等战略性新兴产业。第十二条鼓励和引导民营经济组织通过参股、控股、资产收购等多种形式，参与国有企业的改制上市、兼并重组、项目投资。第十三条县级以上人民政府在制定、实施国土空间规划时，应当对符合国家产业政策且达到规定投资强度的民营经济组织的项目用地给予支持。鼓励、支持、引导民营经济组织在开发区创业，依法享受开发区相关优惠政策。县级以上人民政府对优先发展产业且用地集约的民营经济组织工业项目用地，可以通过长期租赁、先租后让、租让结合、弹性出让等方式供应土地，为民营经济组织创业提供保障。对于符合规划、不改变土地用途，拆除旧厂房或者利用原有工业厂房、在建厂房加层提高土地利用率和增加容积率的民营经济组织工业项目用地，免收容积率增加部分的土地出让金。第十四条县级以上人民政府应当制定激励措施，引导金融机构为民营经济组织提供融资服务。县级以上人民政府应当增加政府性融资担保机构资本金，建立风险补偿机制和保费补贴机制，推动政府性融资担保机构扩大业务规模，为民营经济组织提供融资担保服务。金融机构应当执行国家支持民营经济发展
