index,cols,sentiment_score,情绪
11,本来要去去拉市海，到了入口，不骑马不让进，果然免费的才是最贵的，一个人200多，想了想掉头奔普达措，路上媳妇儿刷抖音，好多人都说纳帕海好坑的，还好还好，群众的眼光是雪亮的，我们围着坑边儿转了一圈，总算没入坑。路上顺路搜了下普达措，还不错，来了这里总体感觉不错。路上顺路拉了两个初中生放学，把她们顺道带回家了。,0.3860563085470258,中
12,去的时候天气不算好，下雪了，但是雪景别有一番风味，也很好看，虽然好冷，但是兴致很高，悠幽步道据工作人员说每年5-8月才开放，这次没赶上，可惜了。全程玩下来大约4小时,0.8011457521885247,正
14,去普达措不要坐船，腿脚没有不便的话，最好走路，沿湖栈道3公里，适合带小朋友去，沿途有好多动物，景色也很美，拍照也很出片。值得来。,0.9695604798129759,正
19,中国第一个国家公园，景色名不虚传，主要分为两大部分，需要坐车穿梭，游玩大半天吧。不过比较可惜的是碧塔海景区只开放了一小部分，记到二十年前来的时候全部都是开放的，景色宜人。,0.7453101666826192,正
21,天气情感的时候非常美，蓝天白云碧水，野花遍地，马儿悠闲地吃草。一定多留点时间，至少5-6个小时。有三个徒步点，①洛茸村：比较原生态，有溪流，可以跳过，但人比较少，野花也很多。②属都湖：算是普达措核心景区，水域辽阔，视野很好；③碧塔湖：这个强力推荐，水域面积没有属都湖大，但大片的草地真的很美。,0.7559782885659629,正
22,喜欢徒步的可以走悠幽生态步道，全长约2.2公里，我认为最美的景色是属都湖，有三种方式游览，自行车，游船，徒步。然后坐游览车去碧塔海游玩。,0.924763346531784,正
23,就那样吧.马马虎虎吧.没什么可圈可点的地方.就是一个大公园适合初级小白去走里面的徒步路线！不过有些地方是关闭状态.有些景还是可以的！,0.9257354044186293,正
25,景色很不错，但是门票有点贵了，有高反，有部分景区没开放，去的当天有小雨，中途走走停停，很多景点都设置了拍照打卡，然后出门花钱取照片，都形成了一种产业链了，感觉不太好。没有看到野生小熊猫有点遗憾。一定要选好天气出门这点很重要。,0.8046487408525984,正
27,普达措国家公园位于滇西北三江并流世界自然遗产中心地带，以碧塔海、属都湖、弥里塘和洛茸藏文化自然村为主要组成部分，总面积1300多平方公里。景色宜人！,0.6007302832309432,中
28,风景很好看，能看到很多动物，还遇到很多小松鼠，随手拍都是壁纸，就是开放的地方还是太少了，没玩够就结束了，只能说环境保护的地位更重要吧，可以理解。,0.9344190536523186,正
29,体验很好，司机师傅开车很稳，一路讲解。进入景区时下雨，后来雨停了，徒步骑行坐船玩了三个景点,0.9016084581855338,正
30,景色真的很好看，路上还遇到了小松鼠，太可爱了，而且今天还算凉快，太阳出的还不多，建议没有太阳的话徒步是最好的，我和我老公觉得很有趣,0.5282177676600054,中
31,自然风光很好，还有蛮多地方没开放，以后会更好吧,0.9988501852983749,正
32,景色优美，值得一去，步行路段不是很多，夏季出游带好雨具，普达措的雨来的快去的也快。,0.7891339844303469,正
34,非常好玩，环境很不错，有很多动物，很值得一去!大巴非常方便，有三站，可以在任何一站选择下车或者不下。强烈推荐第一站的徒步步道，没有什么难度，风景很好，拍照很出片，森林氧吧，有很多稀奇漂亮的植物(下雨天建议穿冲锋衣和防水徒步鞋，有点泥泞)。平原来的朋友建议携带氧气瓶，海拔稍微有点高。属都湖的步道也不错~总体来说很值得一去，但是门票还是有点贵。,0.9402802176983683,正
35,中国第一个5A级国家森林公园，&ldquo;普达措&rdquo;为梵文音译，意为&ldquo;舟湖&rdquo;，措是藏语&ldquo;湖&rdquo;或&ldquo;海&rdquo;的意思，普达措就是指脱离苦海，到达理想彼岸之舟的湖。景区包括三个景点，属都湖、碧塔海和弥里塘亚高山牧场。地质地貌、湖泊湿地、森林草甸、河谷溪流、珍稀动植物，绝对的原始生态环境，人间最后的仙境，净土中的童话！,0.6608454580770992,中
36,非常棒的旅行体验，携程买的票进二维码验票也很方便，大巴会全程接送去三个景点，,0.9935402422136067,正
37,棒棒的非常棒非常好看非常非常好看不错非常不错非常不错非常好不错非常不错非常不错棒棒的非常棒非常好看非常非常好看不错非常不错非常不错非常好不错非常不错非常不错,0.9999995535770835,正
38,碧水蓝天，这个季节景色也很美，还有时不时出现的白牦牛和小松鼠，游玩心情超好,0.9736040995772531,正
39,普达措确实值得去，真的是人间天堂。。。只是碰到雨季天气不好，最好步行，真正的和大自然亲近。。。。。。景区比较平缓，走路也不累的。。。。,0.5089784958554667,中
40,真是值得来 太美太美了 特别是碧塔湖水很蓝。草地很绿。不亏是回家公园！,0.9967180558643213,正
42,景色宜人，适合全家徒步，亲近自然，中国第一个国家公园，值得来。,0.9970684520277017,正
43,非常值得去，很美，尤其是属都湖木栈道一段。晴天的普达措，蓝天白云，非常养眼和治愈。属都湖木栈道森林段还可以看到小松鼠，松鼠??一点不怕人。,0.8580275615061543,正
44,普达措整体的感觉还是很不错的，一路上虽然会有点辛苦，但是最后看到秀丽的风景还是值得的。我们自驾去的，那边停车位蛮多的，停车很好停，进去之后要先坐20分钟的大巴车，中间有一站需要徒步2公里到下一站，可选择徒步或继续坐车，能走的动的还是建议徒步，一路上可以体验到普达措的自然风光，路上还能看到很多野生的小动物。到了下一站继续坐车去看湖，下了车要走一段路才能看到湖，那边的风景是最美的，没有一点污染，广阔的草原上牛羊在吃草，像是进入到一副画里面一样。很推荐去那边玩。,0.8139137292077835,正
45,游览体验非常不错，带孩子去的，他也很喜欢。景区很大，环境优美，景区服务也很好，全程下来也不累，我们去的时候正好天气多云，不是很晒，这个我个人很喜欢，就是拍照效果比晴天时效果差了一些些，不过我个人还是觉得不晒挺好，凉快，带孩子走木栈道他就不闹了，嘻嘻。,0.9878605736424036,正
46,秋日美景，湖光山色，有牦牛在湖边吃草，有景交车可以乘坐，走下来也不会很辛苦。坐着喝喝咖啡很惬意,0.9707748709276879,正
47,景点主要是看湖，拍照，但是去的时候天气不够晴朗，没有出现蓝天白云，湖还是挺漂亮的，不过相比泸沽湖，还是差了意境。总体来说，景色还算不错,0.4971027103353208,中
48,非常美丽的地方，步步都是一幅画。非常值得138的票价！,0.9928481274097121,正
49,非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮值得拥有的多值得一去值得一去值得一去值得一去值得一去值得一去值得一去值得一去,0.9999990450268117,正
50,属都湖挺好看的，景色不错也挺好玩的，就是有个导游在引导消费，，还有那个免费拍照不是真免费，免费的是给的一寸看不清的，手机大小的要30块一张还是随便拍的，，，碧塔海封了不让进，工作人员开始也不说，坐车去坐车回，很浪费时间,0.6540656308647498,中
51,听说可以看到牛羊马啥的，但是这次啥都没看着啊～～有点可惜，所以又是一个湿地公园的闲逛，山水看多了，也确实没品出特别之处～,0.7163554188927305,正
53,值得去，交通便利，景色优美，没有套路。,0.46261919803079077,中
54,暑假带小朋友全家一起自驾，非常值得一去。保存最完好的国家森林公园了，没有被过度开发，非常赞！在公园给小孩小朋友买了一顶防晒帽子，小朋友特别开心?推荐！,0.9584245143435051,正
55,景色超级美！一定会来二刷打卡！,0.9997829532433836,正
56,景色非常有优美，纯洁干净，人间仙境。空气清新，，天空之镜，非常完美。,0.981346641661097,正
57,景色不错！非常好，值得去一趟！服务也很好！天气好更好看，效果惊人！,0.9936770696080595,正
58,票价跟官网一致，景区整体服务还不错，环境优美，我？来的时段刚好天气有点多云，不是很晒也不热，不完美的就是有一部分景点没有开放，期待以后有机会再来吧,0.9187519504955823,正
60,风光美丽，服务好！,0.9949220594265465,正
61,环境优美，绿树成荫，特别适合休闲带老人家或小朋友。七八月鲜花盛开，鲜花遍地，牛羊成群，小松鼠在树上悠闲地跳来跳去，一次心灵与肉体的双重享受,0.9021988400515348,正
63,景色无敌，趣味性也很强，是国内最好的国家公园了，可惜出口处的商业布局有点煞风景。,0.7234920831552775,正
64,【景色】优美【趣味】超强【性价比】超高,0.005734090871877173,负
66,太美啦，相机无法记录的美,0.7976307588328703,正
67,以前也来过，那时候洛龙村和3800的观景台还开放，景色更好。这次去的时候后面出了阵太阳，看到了牦牛，喂了些松子给松鼠吃。还好吧，没有太惊艳的感觉，但也是不一样的风景,0.7037043579042171,正
68,景色非常好，套票也很推荐，服务周到，全程时间安排合理，如果不是自驾的话强烈建议选套票，可以来酒店接。,0.9977527866537003,正
69,很震撼的自然景观，一草一木都保护得很好，非常值得一去！太美了,0.9802311132990665,正
70,值得一去，交通便利。分为三段徒步路线，尤其是属都湖一段最美。,0.6756988311486793,正
71,还行吧，马马虎虎，可能类似景点看多了，不算非常出众。既然来了就看一看，放松放松也不错，里面管理得还可以。山山水水，花花草草，牛，羊，小松鼠。,0.8949092898929935,正
72,山水很美，要花一天的时间来感受普达措的自然气息。分三段游玩，第一段是最累的，第二段和第三段还好,0.976576912460163,正
73,惊艳，大自然的馈赠，必去之地。感受湖泊、森林、草原。,0.61805357273762,中
74,美丽的地方,0.999987932714446,正
75,可能是下雨的原因，水并不怎么好看。整体感觉一般，景色挺美，但并没有特别惊艳的地方。只玩了属都湖，坐大巴回游客中心了。也不知道咋去碧塔海，建议设个导览。,0.31193408603054795,负
76,太太太美的地方，第一段一定要徒步，没有最美只有更美与纯净！希望做好保护，还会再来！,0.8635957394261029,正
78,Perfect place for nature lovers! Don&#39;t forget to bring an umbrella and a good jacket or coat.,0.403393125563435,中
79,高原上的国家公园，风景确实不错，只可惜天公不作美，一直下雨，蓝天白云碧湖的景色打了折扣，不过遍地的牛马让小朋友很兴奋，身体不好的朋友记得慢行，备点氧气。,0.5821194733255752,中
80,进景区后还要再坐20分钟景区大巴，下车后是一个巨大的高山湖泊，原始风景，无污染，整体环境非常赞。其中有一片枯木群坐落在岸边，网红打卡点，拍照效果极佳。,0.6819245308214399,正
81,十年前来，觉得很美，今年再来，须然也卖，但好像没之前那么让人动心。,0.8041849913923658,正
82,景色确实很漂亮，但是核心景点碧塔海因为自然保护封闭了，只能看到湖的一个角，以前都是可以走完湖边栈道的。设施一般，交通车调度很差，等车会等很久，等了很久后突然来很多车。,0.8559596556306247,正
83,景色还是那么美，随手一照都是大片，老人慢慢走得坐船，还有骑行跟步栈道，上下行都要做摆渡车，老人参观免票但需要购买车票，车速有点快容易晕车,0.03003053225836354,负
84,因为去的去的比较早，人很少，所以玩的很开心，也很安静。,0.9604128391740715,正
86,随手一拍都是景，下雨不要怕，因为很快就恢复蓝天白云了,0.010897358376386381,负
87,环境清幽，有景区环保车乘坐到各站点，设计比较合理，属都湖比较大，还可以乘船游览，山上小松鼠很多，可以近距离地欣赏高山湖泊静谧的美！,0.911681869830784,正
88,风景很美丽，就是过程有点短，总共只去了三个地方,0.9930216800832865,正
89,风景优美，但是娱乐性较低，是个徒步观看风景,0.41146169644735775,中
90,总体感觉很一般吧，那天天气不好。拍出来照片也不是很好。总体感觉一般般吧，来了就去看看吧，懒人建议全程摆渡车，到了坐个船。,0.7589063685746087,正
91,自身风景极为优美，保护良好，保护性开发有待提高，服务有待提高，希望增加属都湖餐饮，栈道旁增加座位观赏，游览车合理调配，缩短区间等待。适当增加步行路径休憩点。票价非常合理，停车位置充足。厕所卫生有待提高。实景比一切网上图片更美,0.6992811503101454,正
92,国家级公园，天然馈赠。国家级公园，天然馈赠。国家级公园，天然馈赠。游玩方式，有待创新！！！！！！！！！！！！！！！,0.49053848383360854,中
93,第二次玩，怎么觉得没十年前好看呢,0.9730590033477696,正
94,超级棒，景色宜人，有机会再来！,0.9961309645998503,正
95,一般般，如果不是高原的国家公园，就和其他国家公园的景色差不多，没有惊艳的地方，不推荐去，而且很累人的,0.4442739145188882,中
96,风景很美，值得一去,0.9999976242442093,正
97,名气比较大所以路过时觉得应该去看一下，整体景色和其他国家公园区别不大，也许是只能走他的规划线路，所以感觉可能还要稍微逊色一点，大门口遇到一群觅食的小香猪很可爱,0.4776026495036509,中
98,普達措國家公園是中國雲南省林業廳確立的第一個國家公園。擁有湖泊濕地、森林草甸、河谷溪流、珍稀動植物等豐富的生態資源，原始生態環境保存完好。,0.7885976107559985,正
99,天清气朗，人间仙境,0.6151140778893032,中
100,海拔3600 可能是季节的原因吧！栈道 有雪 但是没有小动物！围着蜀都湖边溜达了一圈&hellip;&hellip;感觉没啥特色,0.34615933817646094,中
101,拉着女儿勉强去了，结果她还是被普达措美景征服，若不是因为没有时间了，一定把第二个徒步路线走完。对了，我们去的时候难得的出现了蓝天白云。,0.7072082334672474,正
102,环境好的挺不错,0.9741092660179036,正
103,处处都是美景,0.38710056443307117,中
104,景点总体感觉还行，没有期待的样子。票价过高，进去后坐船还要额外买票，五十每人。不太值这个价，一直没有高反，在这出现了轻微的症状，挺一挺就过去了。下雨，感觉不到特别美的风景。,0.5764043803221589,中
105,还不错哦。,0.9999998274761059,正
106,虽名为国家公园&hellip;&hellip;缺乏趣味性和知识面普及,0.5978826738269255,中
107,在独克宗古城可直接做旅游大巴到达普达措国家公园，海拔3600多，由于有点高反，全程都是抱着氧气瓶走完的。2022年7月份去的，当时天气还是比较凉快。大巴车上座靠窗的位置景色很漂亮，越往里走，植被就会有变化，还会看见成群结队的牛羊在自由自在的吃草，蓝天白云景色怡人。属都湖和碧海塔都走了，属都湖有可以近距离环湖步道，散散步很舒服，碧海塔有一片开满小花的草地，景色非常美！,0.6580717685571311,中
110,一生人之中一定要去一次的地方太美丽了,0.9285429946422105,正
111,普达措的风景非常棒，希望有机会开放更多路线，现在坐车太多，沿途的风景都很好。,0.9877043965326009,正
112,不提前告知可以半票，直接收取全票。普达措里面的碧塔海一大半被保护起来了，重要景点湖中岛无法观看，景区宣传倒是有，去到现场照样看图片，景区里的直升机应该就能过去，国庆期间的景色一般，不怎么值得去看,0.6256232775082496,中
113,景区有二个景点，都是绕湖的，一共走了13900步。景色没有惊喜，散步可以，,0.771417273997038,正
115,很好玩！空气清新 树木葱郁,0.9995726788582352,正
116,4月初自驾去的，季节不对，还是光秃秃的，7、8月份来景色会很好看，提醒大家要带好氧气罐，海拔3590米，会有高原反应，还好在路上看到了小松鼠,0.9750916810709522,正
117,这是我印象中的普达措。由于是独游，在普达措我   充分体会到了那一份静谧、祥和。  刚进园的第一站--悠幽栈道是我印象最深的地方，没有太人工的人工修饰，只是简单的沙土路，看山间野景，可谓是无比享受。听着林间鸟叫，听着潺潺溪水，还有那在不经意间窜入视野的叫不上名字的花，或是一簇黄、或是雅致的紫添上金色的花纹&hellip;  并不一定每个人都会喜欢这里，也经常听到人将景区和景区之间进行一个优劣的比较。但对于我而言，只要某地能在某一出令我有触动，亦或是让我能为之愉悦的一笑，那就值了。  每一处景都有其独特之处，有其值得去投入全身心的地方。朋友，静下心来，慢下脚步，细细品味，相信你一定能够体会到那一份只属于普达措的美。,0.7525081406882494,正
118,徒步旅行超赞,0.88177640639948,正
120,我错，特别的好世界的尽头，真的是一个很不错的原生态的国家。湿地公园保护的特别好，特别美，特别的原生态，值得再去，很棒，特别漂亮,0.9825534958753034,正
121,风景很好，就是下雨的时候很冷，需要走很长时间,0.993107112855582,正
122,景色还可以，但是不属于非去不可的打卡地。一路要么是在坐车坐船，船舱很拥挤，靠窗的位置得抢，要么就是徒步走，也就是沿着湖自己走，整体没什么趣味性。看其他评价顺会遇到松鼠，但是我们去的那天上午有下了一些雨，保安告诉我们天气不好松鼠是不出来的，所以没看到。,0.6357762142687111,中
123,普达措国家森林公园是不可错过的拍照景点，每个季节都有独特的景色，冬季来了，蓝色的湖水与黄色的枯草形成了一道美丽的风景线，还有那些珍贵的飞鸟，都是很好的素材，在这里可以有很多的发现，时不时就会出现惊喜。,0.9089469876500134,正
124,拍摄鸟类的照片不一定都要特写，有了背景的衬托，更能清楚鸟的生活环境，属都湖的鸟很多，有的在水中漫游，有的在草丛中漫步，水中的倒影又形成了对称的画面，每个画面记录的都是瞬间的美好。,0.8181953813731817,正
125,美呆了...不过雨季来游玩确实有点冷,0.5361658846607154,中
126,国家级公园，高原上的绿洲！！！！天然去雕饰，浑然一体！！！好景，好风光！！！！！！！！！！旅游方式，有待进一步创新！,0.6402805557922661,中
127,风景非常好，可惜下雨天。摆渡大巴有专员讲解，中途转乘车点指示不是很清晰。,0.9041737448666458,正
128,太美了！无论是雨中还是雨过天晴！,0.5786544243556261,中
129,整体还不错，千万别赶时间，徒步道上慢慢走，一天时间浪费在这里就很好。,0.9750539718362697,正
130,比较适合散步，景色没有惊喜,0.9853171357032829,正
131,还不错，就是138有点贵,0.19508025324343448,负
132,环境优美，景色怡人。带着老人孩子出去转转值得，即可体验环境之美，又可了解祖国的大好河山。,0.7876347245330663,正
133,景区风景优美，随车导游讲解清楚，就是人太多了！,0.8109735939993215,正
134,自驾游时路过，作为国家公园来说，非常的一般体验一般，景色也普通，也许是只能顺着规划的游览线路，没有什么特别的亮点，倒是大门口遇上几只小香猪还蛮有趣,0.6389971633099677,中
135,很差！前两个景点还不错，后面景点重雷，围住了一大半只剩一条很短的栈道可走，第二站指挥上大巴的工作人员，就是7月2日眼睛被蜜蜂盯了那个，态度极其恶劣,0.8396620880120677,正
136,乘景区车统一观赏规定的范围，草甸和湖泊拍照好看，最佳拍摄点都被商业拍摄占领了，管理员不停地在草甸上来回奔跑喊着不要踩踏草甸有点搞笑，全部看完2个小时最多了,0.042073517082862034,负
137,风景优美，回归自然的感觉。,0.7841977138693217,正
138,景色很美！值得来,0.9999982170873492,正
139,值得去，风景很美,0.9999972572097005,正
140,性价比很高的景点，下次还会再来,0.9889257863547699,正
141,大学生也可享受优待,0.9991903917314682,正
142,景区管理非常好,0.9998592583962282,正
143,这个季节的普达措比起纳帕海的游玩差远了，尤其是碧塔海，宣传的那么好，没来之前，感觉这里应该是仙境，可是&hellip;&hellip;就那么一公里的栈道，毫无特色，正所谓，不来后悔，来了更后悔。,0.9407240066948439,正
144,果真是离天堂最近的地方，太美了！天气超赞的，万里无云！风吹草低见牛羊说的就是这了，还可以随处可见小松鼠，还特别亲人跟着你要吃的，景色很好，慢点徒步其实也还好，带了几瓶氧气也没怎么用，就是YQ影响人真的少了很多，不过可以慢游也挺自在的,0.6999651912726488,正
149,门票138+园区大巴120。这个季节不需要羽绒服，短袖加个薄外套足矣。进去大巴20分钟到属都湖，下车沿着栈道步行1小时，边走边看风景，很美。然后坐大巴到弥里塘亦是牧场草原，下车拍照10分钟，原车带到第三个景点碧塔海，这也是最美的地方，沿着栈道步行4.4公里左右才能到坐大巴的地方。在这中间，可以去景区的餐厅吃饭，48一位自助餐，口味还蛮好的，水果有西瓜，大概11个菜。我们从早上9点半进景区，下午3点半出来的。在里面逛逛歇歇拍了好多美景。确实值得一去，天然氧吧，很舒服～,0.8431517634595378,正
151,四月份，我们在普达措国家公园还未到最迷人的季节就迫不及待的来到了这儿。公园里游客不多，我们坐在景区旅游大巴上沿着盘山公路缓缓驶向景区深处，我们选择在一个放养着牛羊马的湖边草原处下车，沿游客步道开始游览。此时天空并非蓝天白云，地上草原还略微泛着黄，湖水碧绿如玺，牛儿马儿安静的埋头吃草，偶有几只小松鼠蹦下树来捡食物，一路上除了风吹树叶声和自己的脚步声，处处透露着静逸安祥！,0.7582433592309314,正
152,一个保护的非常好景区。空气好。地上也没有乱扔的垃圾。我喜欢属都湖。远看湖光和蓝天连为一体。第一段栈道3点3公里。但是美景相伴一点也不觉得累。最后一景点栈道4点5公里。如果老人的话可以坐游船。那样就只有走最后一公里。,0.8725497626385336,正
153,普达之秋以重彩写意，却又透着洒脱超然之气。静看秋色变换，默守蓝天高渺，云朵娴静，点卧秋池，鸟鸣叶舞，秋风曼妙，任时间静流在秋季。漫到深秋，秋风蘸满秋霜笔走千钧，力贯秋叶，层林尽染，花楸似火，枫叶流丹，相互交织，相互辉映，仿佛那飞盈的梦悄然落地，又似佛子修成正果，放出彩瑞之光，温和、纯熟、通达、超然世外。在这美丽的秋景里，生命释然而升华，流光明了而远去&hellip;&hellip;,0.2585615432613794,负
156,9月初来到普达措森林公园，这里绿树成荫，草木繁茂，整个公园围绕湖泊而建，先来到一个小湖泊，中间经过依山磅水的一片牧场，最后可以选择坐船或徒步走行半个小时的大湖泊，全程不走回头路，需要4.5个小时左右，连船费每个人300元左右，蓝天白云草木鱼儿映衬在湖中，汇成了一幅美丽的画卷！,0.23972283742418646,负
158,实在是太美了。公园分三段，进公园做观览车到属都湖，美～～然后有3.3公里的木栈道，非常值得走走，一路很平缓，基本不用担心会有不适，当然已经高反的就算了，可以坐船，走走停停大概一个半小时的样子。第二个景点是坐景区观览车到环境平台看看牧场然后继续坐观览车去第三个景点，牧场虽然很漂亮，但是毕竟是观景台上看，也就那样了，一共给五到十分钟，我们三分钟就搞定了，看一眼拍张照而已。第三个景点碧塔海，4.5公里的木制栈道，据说有点上上下下，以我们的身体素质选择了游船，船在湖上行走十分钟，下了船还有1.2公里栈道可以走，全是草甸花海，非常漂亮，身体好的走全部栈道景色会更美。就这样一路下来四个小时时间，真的不舍得走，太美了～～,0.729975692611989,正
160,本次云南游最喜欢的一处景点。虽然是大冬天的，景色依然冲击了我这颗小心脏，感觉我的眼睛、肺、大脑都被沐浴了一遍，难以忘记啊。发誓换个季节再来一次。去的时候从酒店跟了个团，加车费门票俩人共560，早上10点进景区，下午2.30出来的。去之前还听大巴导游的买了瓶氧气（没用完后来去火车站时被扣了）。个人没有啥高原反应，跳的还挺欢。建议早点去，我们的时间还是太紧了，为了赶和大巴约好的时间点，最后一段木栈道都要小跑，很多景色都没欣赏够。小松鼠挺多的，它们喜欢吃坚果。要带点午饭之类的。木栈道部分大概7公里。希望对大家有帮助。,0.7625255972971556,正
161,普达措真的很美，早上在月光广场坐9:30分的大巴发车，路程约1小时就可以到达，下午15:30回程！景区一共三站，每站都有电瓶车，海拔虽在3500以上，但是没有高原反应，沿途景色优美，和小伙伴玩的很尽兴，各种拍，各种蹦！感受大自然的洗礼，内心得到释放，于我真的是一次难忘的回忆！推荐给大家，5月下旬杜鹃花开，景色更是美到让人流连忘返！每个季节都有属于它自己不同的美！不愧是国家公园！你还在等什么，赶快出发吧！,0.3955500014916781,中
163,不是非常值得推荐的地方 一般般,0.9984107876690459,正
166,非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮值得一去值得一去值得一去值得一去值得一去值得一去值得一去,0.9999996015039001,正
168,我国第一个国家公园，这里天高水蓝，植被丰富。出行选在五月中下旬，季节有点儿早，游人不是很多，尽管有些冷，好在旅行社准备了羽绒服还有氧气瓶。让我的行程减少了很多的不便，多了些许的温暖&hellip;&hellip;感叹纳西族和藏族文化历史之悠久，与自然和谐相处之融洽，一山一水一石，无处不体现着人与自然的和谐，藏传佛教之博大精深。这里的人们幸福指数很高，我也被这片土地深深吸引。,0.6742051258051263,正
169,四月份，还不是普达措国家公园最迷人的季节。公园里游客稀少，我们乘坐旅游大巴在一个放养着牛羊的湖边草原下了车沿着游客步道游览。此时天空有些灰暗像要下雨，湖水碧波荡漾，牛儿马儿安静的在草地上埋头吃草，还有几只小松鼠蹦到游客栈道上来捡食物，样子煞是可爱！此时硕大的公园里处处透露着静逸安祥！,0.5634379874887387,中
170,中国第一个国家公园，自然保护得非常好，可惜去的时候下雨，我相信如果是晴天，景色会更加美丽！美国的国家公园去过了，本来一直感叹美国人对自然的保护自己人与自然的和谐，在普达措我看到了原来我们也可以有这么好的国家公园！希望大家都能去游览，看看自然的美丽，多与自然和平共处！,0.7068568734583943,正
171,海拔不算太高，没有太严重的高原反应，分为高原湖泊和原始森林两种景观，我们去的是属都湖，周围有各种小动物，还有森林，比较适合游览。,0.6871430257101934,正
173,属都湖不如2018年清澈，湖面是草绿色的，不是原来碧蓝色的啦，看起来很普通。太多拍照收费点占领了景点位置，还有游轮，各种活动，很无语！厕所也不干净，希望管理者好好保护管理。碧塔海重新开放令人惊喜，巴士车沿途景色绝美，湖面湛蓝，草原溪流，泉水，充满生命力，非常动人！那里的厕所确实比属都湖的卫生好很多！,0.5677189313878832,中
175,普达措国家公园内有明镜般的高山湖泊、水美草丰的牧场；百花盛开的湿地、飞禽走兽时常出没的原始森林。普达措国家公园内跟随景区观光车总共可以分为三个旅游景点；分别为属都湖，弥里塘高原牧场观景台，和碧塔海。每辆景区观光车有一个导游，为旅客大致讲解一下景点的景观。,0.727379771721121,正
176,普达措国家公园实际上是有湖、草场等几个部分组成的，但是我去的时候只有湖开放的。沿湖修建了长长的木栈道，就是沿着木栈道观看，森林中的动植物和湖光山色了。,0.38908489658848017,中
177,不错不错非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮非常漂亮值得一去值得一去值得一去值得一去值得一去值得一去值得一去值得一去值得一去,0.9999984166016123,正
