date,id,farmsName,price,bazaar
2014-08-18,26542,土豆,2.00,广东省广州市江南农副产品市场
2014-08-19,26713,土豆,2.20,广东省广州市江南农副产品市场
2014-08-20,26882,土豆,2.00,广东省广州市江南农副产品市场
2014-08-21,27065,土豆,2.00,广东省广州市江南农副产品市场
2014-08-22,27102,土豆,2.10,广东省广州市江南农副产品市场
2014-08-23,27255,土豆,2.00,广东省广州市江南农副产品市场
2014-08-24,27436,土豆,2.30,广东省广州市江南农副产品市场
2014-08-25,27441,土豆,2.50,广东省广州市江南农副产品市场
2014-08-26,27698,土豆,2.00,广东省广州市江南农副产品市场
2014-08-27,27785,土豆,2.50,广东省广州市江南农副产品市场
2014-08-28,27979,土豆,2.50,广东省广州市江南农副产品市场
2014-08-29,28138,土豆,2.40,广东省广州市江南农副产品市场
2014-08-30,28154,土豆,2.30,广东省广州市江南农副产品市场
2014-08-31,28251,土豆,2.40,广东省广州市江南农副产品市场
2014-09-01,28401,土豆,2.30,广东省广州市江南农副产品市场
2014-09-02,28619,土豆,2.20,广东省广州市江南农副产品市场
2014-09-03,28659,土豆,2.30,广东省广州市江南农副产品市场
2014-09-04,28900,土豆,2.40,广东省广州市江南农副产品市场
2014-09-05,28929,土豆,2.30,广东省广州市江南农副产品市场
2014-09-06,29144,土豆,2.50,广东省广州市江南农副产品市场
2014-09-07,29188,土豆,2.40,广东省广州市江南农副产品市场
2014-09-08,29255,土豆,2.30,广东省广州市江南农副产品市场
2014-09-09,29393,土豆,2.40,广东省广州市江南农副产品市场
2014-09-10,29499,土豆,2.50,广东省广州市江南农副产品市场
2014-09-11,29714,土豆,2.00,广东省广州市江南农副产品市场
2014-09-12,29798,土豆,1.50,广东省广州市江南农副产品市场
2014-09-13,29944,土豆,1.60,广东省广州市江南农副产品市场
2014-09-14,30023,土豆,1.50,广东省广州市江南农副产品市场
2014-09-15,30170,土豆,1.50,广东省广州市江南农副产品市场
2014-09-16,30296,土豆,1.80,广东省广州市江南农副产品市场
2014-09-17,30472,土豆,2.00,广东省广州市江南农副产品市场
2014-09-18,30629,土豆,2.00,广东省广州市江南农副产品市场
2014-09-19,30773,土豆,2.00,广东省广州市江南农副产品市场
2014-09-20,30877,土豆,2.00,广东省广州市江南农副产品市场
2014-09-21,30918,土豆,2.00,广东省广州市江南农副产品市场
2014-09-22,31035,土豆,2.00,广东省广州市江南农副产品市场
2014-09-23,31256,土豆,2.00,广东省广州市江南农副产品市场
2014-09-24,31325,土豆,1.90,广东省广州市江南农副产品市场
2014-09-25,31533,土豆,2.00,广东省广州市江南农副产品市场
2014-09-26,31588,土豆,2.10,广东省广州市江南农副产品市场
2014-09-27,31735,土豆,2.00,广东省广州市江南农副产品市场
2014-09-28,31890,土豆,2.00,广东省广州市江南农副产品市场
2014-09-29,32052,土豆,2.20,广东省广州市江南农副产品市场
2014-09-30,32187,土豆,2.30,广东省广州市江南农副产品市场
2014-10-01,32254,土豆,2.20,广东省广州市江南农副产品市场
2014-10-02,32254,土豆,2.21,广东省广州市江南农副产品市场
2014-10-03,32254,土豆,2.22,广东省广州市江南农副产品市场
2014-10-04,32254,土豆,2.23,广东省广州市江南农副产品市场
2014-10-05,32254,土豆,2.24,广东省广州市江南农副产品市场
2014-10-06,32254,土豆,2.26,广东省广州市江南农副产品市场
2014-10-07,32254,土豆,2.27,广东省广州市江南农副产品市场
2014-10-08,32254,土豆,2.28,广东省广州市江南农副产品市场
2014-10-09,32254,土豆,2.29,广东省广州市江南农副产品市场
2014-10-10,32478,土豆,2.30,广东省广州市江南农副产品市场
2014-10-11,32478,土豆,2.30,广东省广州市江南农副产品市场
2014-10-12,32646,土豆,2.30,广东省广州市江南农副产品市场
2014-10-13,32778,土豆,2.30,广东省广州市江南农副产品市场
2014-10-14,32930,土豆,2.20,广东省广州市江南农副产品市场
2014-10-15,33078,土豆,2.40,广东省广州市江南农副产品市场
2014-10-16,33268,土豆,2.30,广东省广州市江南农副产品市场
2014-10-17,33367,土豆,2.20,广东省广州市江南农副产品市场
2014-10-18,33458,土豆,2.40,广东省广州市江南农副产品市场
2014-10-19,33605,土豆,2.30,广东省广州市江南农副产品市场
2014-10-20,33645,土豆,2.40,广东省广州市江南农副产品市场
2014-10-21,33773,土豆,2.20,广东省广州市江南农副产品市场
2014-10-22,34017,土豆,2.40,广东省广州市江南农副产品市场
2014-10-23,34145,土豆,1.50,广东省广州市江南农副产品市场
2014-10-24,34255,土豆,2.40,广东省广州市江南农副产品市场
2014-10-25,34417,土豆,2.30,广东省广州市江南农副产品市场
2014-10-26,34476,土豆,2.20,广东省广州市江南农副产品市场
2014-10-27,34613,土豆,2.20,广东省广州市江南农副产品市场
2014-10-28,34741,土豆,2.30,广东省广州市江南农副产品市场
2014-10-29,34929,土豆,2.20,广东省广州市江南农副产品市场
2014-10-30,34966,土豆,2.40,广东省广州市江南农副产品市场
2014-10-31,35146,土豆,2.20,广东省广州市江南农副产品市场
2014-11-01,35274,土豆,1.50,广东省广州市江南农副产品市场
2014-11-02,35274,土豆,1.85,广东省广州市江南农副产品市场
2014-11-03,35412,土豆,2.20,广东省广州市江南农副产品市场
2014-11-04,35612,土豆,2.20,广东省广州市江南农副产品市场
2014-11-05,35653,土豆,2.20,广东省广州市江南农副产品市场
2014-11-06,35861,土豆,2.20,广东省广州市江南农副产品市场
2014-11-07,35977,土豆,2.20,广东省广州市江南农副产品市场
2014-11-08,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-09,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-10,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-11,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-12,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-13,36067,土豆,2.20,广东省广州市江南农副产品市场
2014-11-14,36872,土豆,2.20,广东省广州市江南农副产品市场
2014-11-15,37038,土豆,2.20,广东省广州市江南农副产品市场
2014-11-16,37038,土豆,2.20,广东省广州市江南农副产品市场
2014-11-17,37221,土豆,2.20,广东省广州市江南农副产品市场
2014-11-18,37338,土豆,2.20,广东省广州市江南农副产品市场
2014-11-19,37460,土豆,2.20,广东省广州市江南农副产品市场
2014-11-20,37563,土豆,2.20,广东省广州市江南农副产品市场
2014-11-21,37662,土豆,2.20,广东省广州市江南农副产品市场
2014-11-22,37829,土豆,2.20,广东省广州市江南农副产品市场
2014-11-23,37829,土豆,2.20,广东省广州市江南农副产品市场
2014-11-24,38071,土豆,2.20,广东省广州市江南农副产品市场
2014-11-25,38215,土豆,2.20,广东省广州市江南农副产品市场
2014-11-26,38388,土豆,2.20,广东省广州市江南农副产品市场
2014-11-27,38388,土豆,2.20,广东省广州市江南农副产品市场
2014-11-28,38388,土豆,2.20,广东省广州市江南农副产品市场
2014-11-29,38692,土豆,2.20,广东省广州市江南农副产品市场
2014-11-30,38692,土豆,2.20,广东省广州市江南农副产品市场
2014-12-01,38958,土豆,2.20,广东省广州市江南农副产品市场
2014-12-02,39086,土豆,2.20,广东省广州市江南农副产品市场
2014-12-03,39190,土豆,2.20,广东省广州市江南农副产品市场
2014-12-04,39380,土豆,2.40,广东省广州市江南农副产品市场
2014-12-05,39498,土豆,2.20,广东省广州市江南农副产品市场
2014-12-06,39674,土豆,2.30,广东省广州市江南农副产品市场
2014-12-07,39776,土豆,2.30,广东省广州市江南农副产品市场
2014-12-08,39800,土豆,2.20,广东省广州市江南农副产品市场
2014-12-09,39950,土豆,2.30,广东省广州市江南农副产品市场
2014-12-10,40078,土豆,2.20,广东省广州市江南农副产品市场
2014-12-11,40300,土豆,2.20,广东省广州市江南农副产品市场
2014-12-12,40401,土豆,2.20,广东省广州市江南农副产品市场
2014-12-13,40401,土豆,2.20,广东省广州市江南农副产品市场
2014-12-14,40401,土豆,2.20,广东省广州市江南农副产品市场
2014-12-15,40783,土豆,2.20,广东省广州市江南农副产品市场
2014-12-16,40895,土豆,2.10,广东省广州市江南农副产品市场
2014-12-17,41122,土豆,2.00,广东省广州市江南农副产品市场
2014-12-18,41254,土豆,2.10,广东省广州市江南农副产品市场
2014-12-19,41386,土豆,2.20,广东省广州市江南农副产品市场
2014-12-20,41487,土豆,2.20,广东省广州市江南农副产品市场
2014-12-21,41487,土豆,2.20,广东省广州市江南农副产品市场
2014-12-22,41648,土豆,2.20,广东省广州市江南农副产品市场
2014-12-23,41809,土豆,2.20,广东省广州市江南农副产品市场
2014-12-24,41913,土豆,2.30,广东省广州市江南农副产品市场
2014-12-25,42142,土豆,2.40,广东省广州市江南农副产品市场
2014-12-26,42323,土豆,2.40,广东省广州市江南农副产品市场
2014-12-27,42335,土豆,2.40,广东省广州市江南农副产品市场
2014-12-28,42335,土豆,2.40,广东省广州市江南农副产品市场
2014-12-29,42561,土豆,2.40,广东省广州市江南农副产品市场
2014-12-30,42700,土豆,2.30,广东省广州市江南农副产品市场
2014-12-31,42824,土豆,2.40,广东省广州市江南农副产品市场
2015-01-01,42974,土豆,2.30,广东省广州市江南农副产品市场
2015-01-02,43065,土豆,2.40,广东省广州市江南农副产品市场
2015-01-03,43182,土豆,2.30,广东省广州市江南农副产品市场
2015-01-04,43276,土豆,2.40,广东省广州市江南农副产品市场
2015-01-05,43473,土豆,2.30,广东省广州市江南农副产品市场
2015-01-06,43473,土豆,2.40,广东省广州市江南农副产品市场
2015-01-07,43759,土豆,2.50,广东省广州市江南农副产品市场
2015-01-08,43858,土豆,2.40,广东省广州市江南农副产品市场
2015-01-09,44031,土豆,2.50,广东省广州市江南农副产品市场
2015-01-10,44140,土豆,2.60,广东省广州市江南农副产品市场
2015-01-11,44236,土豆,2.50,广东省广州市江南农副产品市场
2015-01-12,44236,土豆,2.50,广东省广州市江南农副产品市场
2015-01-13,44435,土豆,2.50,广东省广州市江南农副产品市场
2015-01-14,44604,土豆,2.50,广东省广州市江南农副产品市场
2015-01-15,44814,土豆,2.50,广东省广州市江南农副产品市场
2015-01-16,44913,土豆,2.50,广东省广州市江南农副产品市场
2015-01-17,45089,土豆,2.50,广东省广州市江南农副产品市场
2015-01-18,45150,土豆,2.40,广东省广州市江南农副产品市场
2015-01-19,45274,土豆,2.30,广东省广州市江南农副产品市场
2015-01-20,45374,土豆,2.50,广东省广州市江南农副产品市场
2015-01-21,45501,土豆,2.50,广东省广州市江南农副产品市场
2015-01-22,45501,土豆,2.55,广东省广州市江南农副产品市场
2015-01-23,45868,土豆,2.60,广东省广州市江南农副产品市场
2015-01-24,45868,土豆,2.53,广东省广州市江南农副产品市场
2015-01-25,45868,土豆,2.47,广东省广州市江南农副产品市场
2015-01-26,46202,土豆,2.40,广东省广州市江南农副产品市场
2015-01-27,46202,土豆,2.45,广东省广州市江南农副产品市场
2015-01-28,46379,土豆,2.50,广东省广州市江南农副产品市场
2015-01-29,46615,土豆,2.50,广东省广州市江南农副产品市场
2015-01-30,46702,土豆,2.50,广东省广州市江南农副产品市场
2015-01-31,46844,土豆,2.50,广东省广州市江南农副产品市场
2015-02-01,46844,土豆,2.45,广东省广州市江南农副产品市场
2015-02-02,47023,土豆,2.40,广东省广州市江南农副产品市场
2015-02-03,47250,土豆,2.60,广东省广州市江南农副产品市场
2015-02-04,47300,土豆,2.60,广东省广州市江南农副产品市场
2015-02-05,47300,土豆,2.50,广东省广州市江南农副产品市场
2015-02-06,47651,土豆,2.40,广东省广州市江南农副产品市场
2015-02-07,47751,土豆,2.30,广东省广州市江南农副产品市场
2015-02-08,47819,土豆,2.30,广东省广州市江南农副产品市场
2015-02-09,47910,土豆,2.50,广东省广州市江南农副产品市场
2015-02-10,48144,土豆,2.40,广东省广州市江南农副产品市场
2015-02-11,48276,土豆,2.40,广东省广州市江南农副产品市场
2015-02-12,48403,土豆,2.40,广东省广州市江南农副产品市场
2015-02-13,48532,土豆,2.40,广东省广州市江南农副产品市场
2015-02-14,48576,土豆,2.30,广东省广州市江南农副产品市场
2015-02-15,48719,土豆,2.20,广东省广州市江南农副产品市场
2015-02-16,48719,土豆,2.25,广东省广州市江南农副产品市场
2015-02-17,48997,土豆,2.30,广东省广州市江南农副产品市场
2015-02-18,49090,土豆,2.30,广东省广州市江南农副产品市场
2015-02-19,49090,土豆,2.29,广东省广州市江南农副产品市场
2015-02-20,49090,土豆,2.27,广东省广州市江南农副产品市场
2015-02-21,49090,土豆,2.26,广东省广州市江南农副产品市场
2015-02-22,49090,土豆,2.24,广东省广州市江南农副产品市场
2015-02-23,49090,土豆,2.23,广东省广州市江南农副产品市场
2015-02-24,49090,土豆,2.21,广东省广州市江南农副产品市场
2015-02-25,49211,土豆,2.20,广东省广州市江南农副产品市场
2015-02-26,49305,土豆,2.20,广东省广州市江南农副产品市场
2015-02-27,49451,土豆,2.20,广东省广州市江南农副产品市场
2015-02-28,49539,土豆,2.00,广东省广州市江南农副产品市场
