tag,content
两岸,中新网月日电据台湾中国时报报道距月日台湾地区正副领导人选举登记只剩天蓝白政党整合进入最后关头国民党将日的中常会延至日举行党主席朱立伦表示副领导人候选人及不分区立委提名程序都会后延以展现最大诚意柯文哲日也表示不能再拖了这一两天要将此事解决掉资料图侯友宜与柯文哲图片来源台湾中时新闻网资料图侯友宜与柯文哲图片来源台湾中时新闻网资料图侯友宜与柯文哲图片来源台湾中时新闻网依惯例月日是国民党登记前最后一次中常会要通过侯友宜的副手人选但面对蓝白整合未确定国民党决定延后举行中常会保留协商空间对于国民党中常会顺延至周日即正式登记参选的前一天是否为蓝白合的最后期限朱立伦日表示既然在协商中就希望展现最大诚意持续以诚心耐心同理心协商因此有关副领导人候选人以及不分区立委提名的程序都会往后延侯友宜表示民众期待两党合作愈快愈好并强调从一开始面对民众党就拿出最大诚意与善意也希望柯文哲能更积极加入团队行列面对国民党的善意柯文哲日则表示成民意期望政党轮替他强调时间已不多近日就会邀朱立伦台湾地区前领导人马英九会商这一两天要解决掉马英九日前呼应柯文哲主张以全民调方式决定候选人的组合问题柯文哲表示将尽快在这一两天与朱立伦见面并邀请马英九当见证人马英九基金会执行长萧旭岑表示如果朱立伦接受也同意基于下架民进党蓝白尽速整合马英九愿配合画中画广告画中画广告编辑姓名编辑刘欢编辑姓名
两岸,中新网广州月日电记者郭军由广东省海峡两岸交流促进会牵头主办的第十届台湾青年岭南行总闭营暨交流成果展示日晚在广州文化馆新馆举办中华两岸青年企业协会中华青年企业家协会等个台湾社团和个港澳社团青年代表广西和海南台办领导以及东莞台校广州文德路小学师生在粤高校台生代表等余人出席活动总闭营采取现场云端的形式举办在歌曲龙的传人动人弦乐声中拉开序幕广州市委常委王世彤致欢迎辞台湾社团和港澳社团青年代表登台送上对岭南行活动十周年的美好祝福在第十届台湾青年岭南行总闭营仪式上台湾社团和港澳社团青年代表登台送上对岭南行活动十周年的美好祝福郭军摄会上海峡两岸关系协会常务副会长龙明彪广东省委常委王瑞军致辞寄语两岸青年做推动两岸关系和平发展融合发展的生力军活动现场通过视频展播等形式回顾了岭南行十周年的成长历程和本届条主题线路的精彩片断展示了粤台交流吉祥物悦莱悦好和文化微信表情包现场两岸青年纷纷下载和点赞两岸青年营员代表围绕岭南行的交流感悟以器乐演奏歌曲舞蹈情景剧等节目形式表演我们的孙中山我是岭南文化讲解员姐妹山等文艺节目展现了两岸同根同源粤台深厚渊源以及两岸同胞骨肉亲情展现了两岸青年携手奋进同心圆梦的精神风貌精彩的节目表演赢得现场阵阵掌声据悉台湾青年岭南行自年创办以来内容不断丰富形式不断创新受到两岸青年欢迎活动以走到一起来梦想更精彩为主题围绕弘扬中华优秀传统文化探寻岭南文化主旨通过开展文化探寻文化感知文化领悟等形式多样的交流活动架起两岸青年交流融合的连心桥已成为促进粤台交流走深走实促进两岸青年走近走亲的重要平台第十届台湾青年岭南行于今年月至月在广东省个城市和香港澳门举办共设置了孙中山历史文化客家文化潮汕文化广东世界遗产和非遗文化海上丝绸之路禅宗少数民族粤美乡村广东高质量发展生活粤港澳大湾区科技体验等条主题线路吸引余名两岸青年参与交流内容涵盖历史人文经济社会教育科技体育艺术农业农村等余个行业领域在近个月的系列交流活动中两岸青年通过实地参访现场体验经验分享座谈联谊团队拓展等多种形式寻访两岸共同文化之根探索岭南先贤筚路蓝缕的奋斗历程见证粤港澳大湾区经济社会发展新成就通过活动加深了两岸一家的同胞情谊增进了台湾青年国族认同完画中画广告画中画广告编辑姓名编辑刘欢编辑姓名
两岸,中新网月日电综合台湾媒体报道台湾一网红夫妻涉嫌持有并吸食大麻遭检警搜索引发台湾是否开放大麻合法化的讨论岛内有协会日公布约万样本数的调查结果高达成受访者不同意大麻合法化他们呼吁当局落实反毒教育并厘清大麻迷思画中画广告画中画广告调查结果显示在您同意台湾大麻合法化吗问题中共有人不同意显示台湾绝大多数民众不支持开放大麻合法家住新北市的一名多岁女性表示依据她在美国亲身经历一位中年女士因吸食大麻精神恍惚开车直接冲撞站在等候区的人群所以她强调散播大麻只是让人精神舒缓而无害的人是非常肤浅无知的此外台湾中时新闻网报道指台高检署今年月举行毒品情势分析及警示发布记者会指今年至月缉毒数量高达公斤较去年同期增加公斤去年查获大麻数量公斤株数株是年查获数量的倍查获株数的倍均为史上最多另调查显示去年台湾吸毒人数计人以吸食第二级毒品大麻安非他命摇头丸人最多台高检署认为岛内吸食大麻人口有逐年增加趋势此外大麻含有四氢大麻酚依据研究显示会对认知判断及动作协调能力产生影响青少年长期使用会导致罹患思觉失调症风险增加倍施用大麻不能安全驾驶风险是一般人的倍呼吁民众别轻忽大麻对身体的毒害编辑姓名编辑刘欢编辑姓名
两岸,港澳台专线近位台湾铭传大学师生铭传故里感知科创与文化中新社合肥月日电记者赵强张俊张强合肥请您来台湾大学生徽文化研学营日在安徽省合肥市开营近位台湾铭传大学师生将走进科大讯飞刘铭传故居等感受合肥科创魅力和历史文化底蕴月日合肥请您来台湾大学生徽文化研学营在合肥开营图为授旗仪式中新社记者赵强摄据台湾铭传大学金融学院院长财务金融学系教授李进生介绍大陆有余所高校是台湾铭传大学的姊妹校台湾铭传大学跟安徽省的关系非常密切刘铭传是台湾首任巡抚他的故乡在合肥年之前我们每年都会过来老师也会每个月过来上课现在很开心又可以恢复据介绍铭传大学是台湾地区招收大陆学生最多的私立大学自年到年前往铭传大学的大陆交换生交流生以及专班生累计有多位李进生坦言此行最主要的目的是带学生来看一看大陆现在的状况他们亲眼看到比任何媒体报道都有用学生们报名徽文化营非常踊跃我们刚公布半天就有超百位同学报名台湾铭传大学讲座教授兼社会科学院院长黄富源告诉记者刘铭传当时为台湾引进的火车头之一名叫腾云号选用铭营腾云来做我们此行的巡礼名称希望能够增进台湾与安徽两地的交流合肥师范学院党委书记徐成钢说合肥师范学院与台湾铭传大学自年缔结友好关系以来先后多次派师生互访和学习交流两校共同举办了皖台基础教育论坛共建了安徽教育中心台湾铭传大学学生代表黄侦罡说安徽除了经贸科技产业蓬勃发展外也具有深厚的历史文化底蕴非常期待深入探索当地的风土民情文化特色实际感受地灵人杰的安徽合肥是如何孕育出刘铭传这样杰出的人才的完画中画广告画中画广告编辑姓名编辑王祎编辑姓名
两岸,中新社南京月日电记者朱晓颖杨颜慈年是两岸企业家峰会成立十周年两岸企业家峰会年会将于月日至日在江苏南京举行两岸企业家峰会是以两岸企业家为主体以汇聚企业家智慧加强对话交流深化产业合作为特色的两岸企业界高端交流平台两岸企业家峰会社团成立年来秉持推动两岸企业家之间的交流推进两岸产业合作深化两岸经济互利合作维护两岸关系和平发展振兴中华民族经济的宗旨于年至年在南京台北厦门金门等地举办了次峰会年会并采取多种形式建立有效对话机制广泛团结岛内经济界人士积极推进两岸企业合作产业融合发展为推动两岸经济社会融合发展做了大量工作受到两岸产经各界的积极肯定两岸企业家峰会发端于江苏省南京市南京市政府分别于年年年年成功举办四届海峡两岸企业家紫金山峰会受到了两岸各界的广泛关注画中画广告画中画广告随着两岸关系和平发展不断巩固深化两岸经济界迫切需要成立一个具有权威性开放性务实性的高端交流合作平台在两岸双方的共同努力下在年的海峡两岸企业家紫金山峰会上与会政经产学界人士发布共同倡议建议在两岸分别成立两岸企业家峰会社团除每年轮流在大陆及台湾举行年会之外根据两岸企业界的实际需求设立产业合作推进小组开展常态化的交流以具体务实的方式推动两岸企业的交流合作和融合发展年月大陆两岸企业家峰会社团在北京市成立台湾两岸企业家峰会社团在台北市成立并选举产生双方峰会领导机构峰会理事会下设宏观经济能源石化装备金融信息家电等个产业合作推进小组后经双方商定峰会下设机构调整为综合合作交流能源及环保节能智能制造及装备中小企业合作及青年创业等个产业合作推进小组以适应新形势下的两岸经济发展和产业合作需求今年的两岸企业家峰会年会将围绕新格局中融合发展与高质量发展主题深入探讨两岸企业家如何把握新发展格局推动台企融入大陆内需市场深化两岸产业链供应链融合发展两岸企业家峰会双方理事会成员会员两岸企业家相关专家学者约人将参加年会各项活动完编辑姓名编辑陈文韬编辑姓名
两岸,中新社台北月日电以主要嫌疑人陈某为首的诈骗集团在台湾借投资股票名义骗取民众逾万元新台币台湾新北市警方近日逮捕陈某等人综合中央社中时新闻网联合报等台媒日报道新北市警方发布新闻稿表示受害人张某和简某在社交媒体上点击阅读投资广告依指示加入不明群组后被诱导下载可于幕后操控涨跌的股票交易平台警方指出投入资金后受害人不断被要求补缴股票申购管理及手续费等各类款项最后遭锁仓关闭交易平台受害人求偿无门随即报案警方通过追查银行虚拟货币账户资金流动情况及监视器影像锁定主要嫌疑人陈某及名团队成员行踪日前分批次前往台北新北桃园等地查缉画中画广告画中画广告为躲避查缉陈某与女友前往桃园机场欲潜逃警方发现其行踪后立即派员将其逮捕讯后依欺诈罪将陈某等人移送侦办完编辑姓名编辑钱姣姣编辑姓名
两岸,中新社台北月日电记者陈小愿台湾大学将于年迎来百年校庆校方日表示已成立百岁基金目标是年内募款亿元新台币下同用于揽才留才和校园硬件建设当天在台北举办的记者会上台大校长陈文章介绍该校百年校庆规划活动陈文章表示为推动人才培育和校园硬件建设台大成立百岁基金其中创校百年基金希望募集人每人捐款万元以上用于揽才留才或学生奖学金等并规划每年补助名学生前往海外研习校方还号召逾名社会人士每人捐赠万元以上用于百岁纪念馆和校园建设据介绍上述项目目前已募到亿元有机会超过亿元的募款目标画中画广告画中画广告陈文章还称校方规划自年起连续年每年遴选项台大参与且对世界或台湾有深远影响的重大贡献及事迹并授奖另据中央社联合新闻网等台媒报道英国知名高等教育调查机构近日发布年亚洲大学排名台湾有所大学院校进入前名其中排名最高的是台湾大学排名第位台大在的年亚洲大学排名首次进入强在和年亚洲大学排名皆为第位这也是台大在这个排行榜的最高排名完编辑姓名编辑钱姣姣编辑姓名
两岸,中新社台北月日电记者陈小愿台湾证券交易所日发布最新统计显示今年至月台湾上市公司营收总计亿元新台币下同较去年同期减少营收增长公司共家衰退公司共家该交易所当天发布新闻稿显示月台湾上市公司营收亿元较去年同期减少主要衰退产业为航运业运动休闲业水泥业月台湾营收增长的上市公司共家衰退公司共家据介绍月台湾上市公司营收增长的主要产业为观光业金融保险业等至月台湾上市公司累计营收增长前名的产业为观光业汽车工业及信息服务业画中画广告画中画广告统计显示台湾上市公司月同比营收增长较大的产业中观光餐旅业主要因跨境旅游需求大增以及疫情后客流量复苏金融保险业则因保险净收益增加月营收同比衰退较大的产业中航运业因通货膨胀压力致市场需求下降运价下跌运动休闲业则因代工客户调整库存且去年基期较高完编辑姓名编辑李岩编辑姓名
两岸,中新网银川月日电记者杨迪月日至日台湾同胞看塞上绿电活动在宁夏银川举行在宁台商台青参访塞上绿电宁夏港澳台办供图年宁夏被确定为全国首个新能源综合示范区经过多年的发展绿色能源产业已成为助力宁夏建设黄河流域生态保护和高质量发展先行区的重要引擎本次活动由宁夏港澳台办主办国网宁夏电力有限公司协办旨在组织在宁台商台青围绕绿色来电主题走进塞上大地了解追风逐日筑水空中走廊绿能外送绿能储存等宁夏能量故事感受塞上绿电神奇蝶变活动第一站来到宁东能源化工基地台商台青们看到乌黑发亮的煤转变成柴油氢气变身为洁白的氨纶高档的香水高铁上的隔音阻燃材料汽车的保险杠等高附加值产品原材料纷纷惊叹科技创新点煤成金的奇迹台商李雨真表示宁东能源化工基地靠实干创造了辉煌在宁台商台青参访塞上绿电宁夏港澳台办供图走进红寺堡区茫茫戈壁滩极目远眺只见一台台多米高的白色大风车次第排开叶轮迎着风旋转台青宛俞沁表示宁夏自然地理环境优越风力发电就是在接受大自然赋予的无尽能量在宁夏腾格里沙漠新能源基地台商台青们了解到在沙漠上建设光伏发电可以减弱沙丘流动减少沙漠水分蒸发量光伏板组件下还可以扎半隐蔽式麦草方格播撒沙蒿沙米等沙生植物草籽固沙并培育西红柿辣椒等农作物实现板上发电板间种植板下修复这真是一举三得沙漠光伏项目为经济社会发展插上了腾飞的绿色翅膀台青张耀霖说在宁台商台青参访塞上绿电宁夏港澳台办供图在宁夏电网容量最大的储能电站穆和兆瓦兆瓦时新能源储能电站台商台青们了解到储能电站犹如一个超级充电宝能将风能太阳能发电储存起来根据需要再进入电网一次可放出万度电能满足户四口之家一年的生活用电此行让我真切地感受到了宁夏在实现绿色低碳发展以及在清洁能源基础设施建设方面取得的成就台胞张琦感叹道完画中画广告画中画广告编辑姓名编辑张子怡编辑姓名
两岸,中新网成都月日电韩金雨日至日由成都市台办主办成都海峡两岸交流协会承办的第届蜀文化之旅云林企业菁英参访活动在成都举行来自台湾云林县的名企业菁英深入蜀地品味悠久的历史文化底蕴领略迷人的时代发展魅力台湾云林企业菁英参观峨眉山成都市委统战部供图据了解此次蜀文化之旅活动从美景美人美城三大维度融合厚重历史底蕴以及时代发展特色面向云林企业菁英展现出浓厚的四川味道和成都风采旨在深化参访团对成都多元包容的认识进一步促进了两地各领域交流合作参访团一行参观了乐山大佛峨眉山三星堆博物馆武侯祠等地领略蜀地壮丽的自然风景和丰富的人文景观中华文化博大精深古蜀文明是其中一颗璀璨的明珠参访期间云林企业菁英参访团团长林经胜对此次活动予以高度评价通过这次参访我们对蜀文化和成都的发展有了进一步的认识切实感受到祖国大陆这几年巨大的发展变化林经胜表示未来他将为促进两岸和平发展蓉台交流合作继续努力在成都市锦江区锦官驿街道水井坊社区参访团就社区养老留守儿童关爱创新创业文化活动等与社区相关部门进行深入交流相互学习社区服务管理经验在参访天府农博园过程中企业菁英们沉浸式体验了美丽宜居公园城市的乡村表达以及永续发展的乡村振兴典范共同探讨如何进一步开拓蓉台两地农业合作与发展思路助力农商文旅体科教融合发展长期从事农业的云林企业家林清义表示希望两岸关系和平向好推进两岸农技合作把优质农产品销往大陆市场参访期间多位台商表示成都的发展前景广阔机遇丰富将考虑来蓉寻找发展机会搭上祖国新一轮快速发展的快车完画中画广告画中画广告编辑姓名编辑张子怡编辑姓名
两岸,中新社中山月日电题台湾青年大湾区子承父业中山成第二故乡中新社记者王坚邓媛雯这幅画非常有意义台湾青年黄冠杰近日在接受中新社记者采访时骄傲地介绍其办公室里陈列着的厂房建筑图右下角标注的年至年是我们工厂最初几年运营场景的还原台湾青年黄冠杰在中山接受中新社记者采访中新社记者韦杰夫摄目前黄冠杰在中山凯崴木业有限公司下称凯崴木业担任总经理他子承父业致力于家具产业的创新发展并积极与中国众多知名品牌合作在销售市场拓出新路取得不俗的经营业绩从我父亲年来中山投资建厂至今已经有多年的时间黄冠杰娓娓介绍起父辈在凯崴木业的奋斗历程世纪八九十年代大陆的政策非常友好凯崴也不负政府对台商外贸的种种扶持在高峰期达到了总员工多名月出口货柜余条的记录正是在这段时间凯崴木业逐渐扩大规模工厂占地面积由起先的十余亩扩大到后来的六十亩黄冠杰在台湾读完小学后便旅美留学每年寒暑假回到中山对他来说中山已然是自己的第二故乡谈及十几年来对中山的印象他说最早来大陆我发现这里的生活幸福感指数很高消费极具性价比生活成本相对于台湾来说非常低近些年各方各面都在进步感受最明显的就是电子支付了对黄冠杰来说电子支付不只是生活方便也切实地为企业带来成单率的上涨他形象地解释道过去客户和你谈得差不多了转身发现自己没带现金回去想想后很可能就因为什么事情取消订单如今随时可以掏出手机支付小额定金这提供一种仪式感也无形中为客户减轻决策成本年前后因为生产成本的提高凯崴木业迎来转型黄冠杰谈起当时的一个插曲最大的合作伙伴建议我们把工厂搬到东南亚父亲深思熟虑后拒绝了他认为与大陆同根同源语言相通我们来到大陆就是为了落地发芽茁壮成长加上广东的配套设施与供应链都十分完善搬到国外就不再方便也是在同一时期留学归来的黄冠杰充当起父亲的帮手积极地拓展内销业务如今凯崴木业在中国大陆有多名经销商家具产品在全国各地的市场亮相除原本的代工厂业务凯崴木业还发展出一些自己的品牌在经营家族企业的同时黄冠杰还兼任中山市台商投资企业协会副会长青年会会长等职务他创新开展中山市台商协会青年会会务注重发挥青年会平台作用主动谋划青年会工作组织青年会支持参与粤来粤有趣两岸青年创意短片大赛台湾青年岭南行等多项对台交流活动对于有意愿到大陆来发展的年轻人黄冠杰认为大家除上网搜索资讯外大可以来内地感受几天只有自己亲眼见到才会知道这边的市场有多广阔如果遇到困难各地的台协大家庭都会热情地提供帮助至于凯崴木业的未来黄冠杰充满信心也将继续在中山扎根下去中山的生活成本很有优势这里又位于粤港澳大湾区核心地带随着深中通道即将开通我们期待中山在大湾区的发展黄冠杰表示作为在中山经营几十年的企业他希望能够与大湾区一起成长尽管在过去几年中他们也面临多种挑战但对继续经营的决心没有改变希望在未来我们能够共同见证大湾区的繁荣发展完画中画广告画中画广告编辑姓名编辑杨彦宇编辑姓名
两岸,中新网月日电据台湾中央社报道台湾基隆市长谢国梁日在深圳市的欢乐港湾体验乘坐摩天轮后表示明年将在基隆市推动港景儿童乐园计划为基隆打造城市港湾休闲景点资料图深圳市宝安区华侨城欢乐港湾内的摩天轮刘安邦摄资料图深圳市宝安区华侨城欢乐港湾内的摩天轮刘安邦摄资料图深圳市宝安区华侨城欢乐港湾内的摩天轮刘安邦摄日前谢国梁率团赴深圳市参加日举办的海峡两岸港口城市论坛日到深圳市的欢乐港湾体验乘坐摩天轮旋转木马设施谢国梁晚间透过新闻稿表示预计明年在基隆市兴建港景儿童乐园为市民打造舒适欢乐的休闲空间港景儿童乐园也将成为基隆的亮点谢国梁说基隆市考虑使用移动式休闲娱乐设施例如旋转木马摩天轮等以提供多样化的游乐体验待年后视实际运作情况再设置固定式娱乐设施期望为基隆打造一处具有人文气息的城市港湾休闲景点谢国梁表示这次参访深圳市带回多项可供参考的城市发展经验包括河川治理邮轮交流合作等希望未来能透过港口城市间的交流与合作实现基隆的潜力创造更多城市发展机会画中画广告画中画广告编辑姓名编辑刘欢编辑姓名
两岸,王英津年月日中共中央国务院关于支持福建探索海峡两岸融合发展新路建设两岸融合发展示范区的意见以下简称意见正式发布为践行两岸一家亲理念意见在延续此前许多行之有效的政策基础上对建设两岸融合发展示范区进行了系统规划为台胞台企提供更加广阔的发展空间闽台融合发展基础坚实福建是广大台胞最主要的祖籍地的台胞祖籍地在福建闽台民众有着天然的亲近感近年来福建省在中央促进两岸融合发展政策的指引下先后出台了一系列惠台政策措施从社会经济管理教育文化等多个领域扎实推进闽台融合发展为建设两岸融合发展示范区奠定了坚实基础画中画广告画中画广告福建于年月出台文件对台胞在闽实习就业创业台胞子女教育公共租赁住房劳动保障待遇住房公积金基本养老保险等方面提出细化措施确保在闽台胞与当地居民享有同等待遇年月福建出台关于探索海峡两岸融合发展新路的实施意见着力在满足台胞子女就学需求扩大对台招生规模鼓励台湾人才来闽发展扩大招聘台湾教师来闽执教支持台湾医护人员来闽执业等方面细化措施为台胞来闽就业积极创造条件目前福建省在探索两岸融合发展新路上已形成比较完整的政策体系福建率先实现与台湾地区主要港口海上直航全覆盖常态化开通条海空航线每周往返高峰时达个航班建立了由小三通海上航班大三通客滚航线空中直航航线组成的两岸最便捷最经济的海空立体通道同时福建在引导台胞台企参与闽台融合发展的市场化法治化便利化方面做出积极努力优化了营商环境产业合作内容丰富在经贸融合方面闽台之间已形成牢固的经贸联系福建在自贸区建设能源绿色转型新经济形态发展等方面取得新进展为深化闽台经贸合作创造了有利条件统计数据显示福建已吸引超过万家台资企业实际利用台资超亿美元闽台贸易额累计超万亿元人民币每年实际利用台资新设台资企业数量在大陆各省份中位居前列个国家级两岸产业合作园区遍布福建全省电子信息石油化工精密机械等领域的闽台产业链供应链融合进一步深化意见提出支持有条件的地区建设新型工业化产业示范基地支持古雷石化产业基地宁德动力电池集群等建设集聚两岸资源要素有全球竞争力的产业基地先进制造业集群支持福建企业与在闽台企共建企业合作联盟支持建设多层次两岸金融市场支持两岸时尚创意产业合作为闽台产业合作指明了方向福建是全国最大的海峡两岸农业合作试验区福建省累计批办台资农业项目个合同利用台资亿美元农业利用台资数量和规模居大陆各省市首位拥有个国家级台湾农民创业园意见从个方面提出促进台湾农渔业和中小企业在闽发展措施包括鼓励台湾农渔民参与福建农村产业融合发展支持台湾从业者参与福建乡村旅游提质升级推动两岸未来产业发展合作等其中支持台企台农集聚地区创建国家乡村振兴示范县支持符合条件的大陆台企申报中华老字号等举措颇具创新性促进福建全域融合发展意见提出进一步推动厦门和金门福州和马祖的融合发展加快平潭综合实验区的开放发展并对区域融合的内容作出具体规划提出推动闽台基础设施应通尽通的一系列政策措施对个区域的功能定位更加清晰有助于实现重点突破和整体推进的平衡当地居民待遇是促进福建全域融合发展的关键词在支持厦门与金门加快融合发展方面意见明确支持厦门开展综合改革试点以清单批量授权方式赋予厦门在重点领域和关键环节改革上更大自主权实施金门居民在厦门同等享受当地居民待遇率先推进基本公共服务均等化普惠化便捷化打造厦金同城生活圈在支持福州与马祖深化融合发展方面意见提出要打造福马同城生活圈支持马祖居民在福州同等享受当地居民待遇推进福州与马祖通水通电通气通桥支持福州新区与平潭综合实验区建立对台融合协同机制实现一体化高质量发展同时注重发挥其他地市如泉州漳州龙岩莆田等在示范区建设中的作用促进福建全域融合发展意见提出发挥泉州漳州闽南语地区台胞主要祖籍地优势支持龙岩三明发挥客家祖籍地优势支持三明建设海峡两岸乡村融合发展试验区支持莆田以妈祖故里海峡两岸生技和医疗健康产业合作区等为载体深化对台交流合作支持南平深化生态文化旅游产业对台合作鼓励宁德拓展新能源海洋养殖产业对台合作多点开花的局面将为台胞台企提供更多融合发展的契机意见的贯彻实施将为广大台胞在福建学习工作生活尽可能提供最大空间最好条件最强保障在最熟悉最亲切的环境中投资兴业安居乐业享受更多的参与感获得感幸福感和安全感本文来源经济日报作者系中国人民大学习近平新时代中国特色社会主义思想研究院研究员中国人民大学两岸关系研究中心主任编辑姓名编辑于晓编辑姓名
两岸,中新社青岛月日电题台胞刘德文送老兵回家海峡浅浅隔不开两岸骨肉亲情作者胡耀杰张孝鹏陈爷爷和奶奶团圆了日上午在山东青岛龙山公墓陵园台胞刘德文小心翼翼地将怀中过世去台老兵陈有谦的骨灰放入墓穴与其妻子合葬至此经过年两岸相隔的两位已故老人终得再团聚月日刘德文在已经安葬的陈有谦夫妇墓前祭拜中新社发张孝鹏摄送葬现场陈有谦的两位年近岁的子女眼含热泪爸爸我们一家终于团圆了蹒跚着走下轮椅陈有谦最小的儿子陈树森轻声喊道陈有谦是山东青州人年离开大陆去往台湾自离开起家人便盼其归来但直到陈有谦在台湾病逝也未实现最后等来的只有一纸死亡证明书葬在了哪里无人知晓陈有谦的长孙陈成意说年他抱着试一试的心态与台湾灵魂摆渡人刘德文取得了联系委托其帮忙寻找自己爷爷的骨灰经过一年半的找寻没想到真的找到了之后刘德文又协助他们办理了各类手续这才有了一家的团圆月日去台老兵陈有谦家属在机场跪拜迎接刘德文左手中的骨灰中新社发张孝鹏摄在二十余年的时间里刘德文已经义务寻找护送二百余位过世去台老兵的骨灰回到大陆他也因此被称为去台老兵的灵魂摆渡人海峡两岸的血脉相连是我不停摆渡的力量源泉刘德文说这些老兵生前已是游子不能死后还当游魂刘德文回忆说他第一次送老兵回家是在年当时已是高雄市左营区祥和里社区里长的他在家中迎来了一位提着两瓶高粱酒的老兵我死后能不能把我带回家葬在我父母亲的坟边让我跟父母亲团圆几杯酒下肚后老兵说出了自己的心愿面对这位老兵沉甸甸的嘱托刘德文答应了老兵亡故后刘德文背着老兵的骨灰坛从台湾到香港再到湖南长沙最终了却老兵归乡的遗愿自那次后越来越多的老兵这样拜托我也有越来越多来自大陆的亲人委托我寻找家人的下落二十多年来刘德文便专职做起了送去台老兵魂归故里的摆渡而在帮助去台老兵落叶归根的途中刘德文也找到了自己的根年刘德文送一位老兵的骨灰到江苏沛县老兵家属发了讣告讣告的亲友栏中写有刘德文的名字当地村民看到后邀请刘德文到自家的刘氏宗祠并拿出家谱给他看事后我带了一本当地的家谱回到台湾我父亲开心极了终于找到根了刘德文说我要送老兵回家秉持这样的信念刘德文将二十余年来的大部分时间都用在寻找老兵并带他们回家每送一位老兵回家我在大陆就多一个亲人刘德文说现在每逢中华传统节日他的手机微信就会响个不停都是来自大陆亲人的问候现在刘德文的摆渡得到了传承年刘德文在一处乱葬岗寻找老兵骨灰时不慎跌落摔断了两根肋骨休养了一段时间后他又背起了两位老兵的骨灰坛去重庆他的儿子因担心父亲身体便主动要求陪同一起去儿子跟我一样将骨灰坛抱在胸前他跟我说爸爸你老了就由我来做提及此刘德文满眼欣慰安静的墓园里刘德文将陈有谦的墓碑擦了又擦他说台湾海峡很深却又很浅它浅浅隔不开两岸的骨肉亲情这也是我一直摆渡的桨完画中画广告画中画广告编辑姓名编辑李霈韵编辑姓名
两岸,中新社北京月日电陈建新日于北京举办的第九届中华文化论坛上两岸多位学界文化界人士呼吁携手传承弘扬中华文化逐步实现心灵契合推动两岸融合发展从单向浅层阶段迈向双向深度融合厦门大学台湾研究院教授唐永红指出当前两岸融合发展面临一些困难和挑战其中包括台当局不愿看到两岸融合发展运用党政资源及力量加以阻碍停留在台胞台企西进大陆的单向状态双向融合发展局面尚未实现停留在经济利益层面未能形成经济社会政治等各领域之间良性互动他表示要坚持以增进共同利益促进国家认同为目的的深化融合发展政策层面坚持落实同等待遇要坚持以认同九二共识反对台独为原则进行融合发展让民众体会到融合的好处将更多资源精力投入基层交流与合作华侨大学两岸关系研究中心研究员刘奕伶认为两岸同属炎黄子孙拥有相同的历史语言和文化基础汉字儒家思想传统节庆习俗等都构成了两岸的文化共通性这些共同之处成为两岸同胞互相认同的重要因素是两岸同胞间的粘合剂画中画广告画中画广告在她看来中华优秀传统文化具有丰富的内涵和历史厚度如何运用这一宝贵资源来加强两岸同胞的民族认同已成为重要课题在向大会提交的论文中她指出两岸各界可通过举办艺术展览开展京剧和南音交流合作等方式在共同传承传统文化中加深理解增进情谊对于创新推动两岸融合发展中国现代国际关系研究院港澳研究所副所长李环则建议需坚持积极主动交流两岸关系从冰封到解冻的历史充分说明了只要交流意愿足够强大亦可突破政治的封锁与干扰需持续提升大陆软实力不断增加文化产品夯实交流底蕴列举大陆歌曲登上台湾点播排行榜螺蛳粉在台湾走红科目三舞步火爆台湾互联网等案例台湾高苑科技大学助理教授卫芷言表示在二十世纪八九十年代台湾的歌曲演艺文化在大陆广泛流传随着大陆实行改革开放综合实力逐步提升大陆的各类流行文化也渐渐进入台湾民众日常生活并产生越来越大的影响力他认为日新月异的传播技术为两岸文化交流提供了条件与契机完编辑姓名编辑陈文韬编辑姓名
两岸,港澳台专线两岸近百名师生参与第二届深圳高校台湾师生嘉年华中新社深圳月日电记者郭军年第二届深圳高校台湾师生嘉年华日在深圳职业技术大学开幕吸引两岸高校近百名师生参加为期四天的嘉年华活动除了有丰富多彩的文艺节目之外两岸师生还将开展实地研学团队拓展心得分享等一系列交流叙缘活动台湾两岸和平发展基金会执行长连胜武参加了当天的嘉年华开幕式并与师生互动交流连胜武表示举办嘉年华能够拉近深台师生彼此的距离增进相互了解加强互动与交流朝着共同繁荣的目标前进画中画广告画中画广告来自北京大学深圳研究生院的台湾学生吴宜君已是第二次参加深圳高校台湾师生嘉年华她表示这个嘉年华是友情的熔炉合作的平台透过这个平台可以了解不同地方的文化与习俗拓宽视野通过深入交流与合作两岸师生可以建立珍贵的人脉纽带深圳职业技术大学是大陆最早与台湾高校建立合作关系的高职院校之一迄今为止已与台湾地区所高校签署了合作协议完编辑姓名编辑陈文韬编辑姓名
