tag,content
反腐,中央纪委国家监委网站讯据湖北省纪委监委消息湖北省委巡视组原副组长明军涉嫌严重违纪违法目前正接受湖北省纪委监委纪律审查和监察调查湖北省纪委监委画中画广告画中画广告编辑姓名编辑周驰编辑姓名
反腐,中央纪委国家监委网站讯据黑龙江省纪委监委消息日前黑龙江省哈尔滨市纪委监委对哈尔滨市纪委原副书记市监委原副主任韩世昆严重违纪违法问题进行了立案审查调查经查韩世昆违反政治纪律搞封建迷信活动对抗组织审查违反中央八项规定精神和廉洁纪律收受可能影响公正执行公务的礼金消费卡违反组织纪律在组织函询时不如实报告违反工作纪律打探案情违规办理工作证违反国家法律法规伪造并持有和使用身份证利用职务上的便利或利用本人职权地位形成的便利条件通过其他国家工作人员职务上的行为为他人谋取利益并收受财物涉嫌受贿犯罪韩世昆身为党员领导干部并长期在纪检监察机关任职信仰迷失对党不忠诚不老实无视中央八项规定精神违规收受礼金和消费卡执纪破纪执法犯法贪婪无度大肆收受贿赂严重损害了党的事业和纪检监察干部形象其行为已严重违纪违法并涉嫌受贿犯罪且在党的十八大十九大甚至二十大后仍不收手不收敛不知止性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经哈尔滨市纪委常委会会议研究并报哈尔滨市委批准决定给予韩世昆开除党籍处分由哈尔滨市监委给予其开除公职处分收缴其违纪违法所得将其涉嫌犯罪问题移送检察机关审查起诉所涉财物一并移送韩世昆简历画中画广告画中画广告韩世昆男汉族年月生黑龙江哈尔滨人在职大学学历年月加入中国共产党年月参加工作历任哈尔滨市动力区城管局党委书记局长哈尔滨市阿城区副区长哈尔滨市纪委常委市纪委副书记哈尔滨市纪委副书记市监委副主任哈尔滨市政府副秘书长年月被免职黑龙江省纪委监委编辑姓名编辑周驰编辑姓名
反腐,中央纪委国家监委网站讯据中央纪委国家监委驻国家金融监督管理总局纪检监察组北京市纪委监委消息日前中央纪委国家监委驻国家金融监督管理总局纪检监察组北京市大兴区监委对中国银行业协会原副秘书长郭三野涉嫌严重违纪违法问题进行了纪律审查和监察调查画中画广告画中画广告经查郭三野违反政治纪律对抗组织审查违反中央八项规定精神接受业务合作方的旅游安排收受下属业务合作方礼品消费卡违反组织纪律在招聘考试人员录用工作中利用职权为他人谋取利益违反廉洁纪律违规从事营利活动违反生活纪律利用职务上的便利在有关考试教育培训等方面为他人谋利非法收受他人所送巨额财物涉嫌受贿犯罪郭三野身为社团组织党员领导干部丧失理想信念背弃初心使命毫无纪律规矩意识靠考试吃考试靠培训吃培训严重违反政治纪律中央八项规定精神组织纪律廉洁纪律生活纪律违反国家法律法规涉嫌受贿犯罪且绝大部分受贿事实发生在党的十八大十九大后甚至在党的二十大后依然不收敛不收手性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经国家金融监督管理总局党委研究决定给予郭三野开除党籍处分经中央纪委国家监委驻国家金融监督管理总局纪检监察组研究决定给予郭三野政务开除处分收缴其违纪违法所得北京市大兴区监委将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物随案移送中央纪委国家监委驻国家金融监督管理总局纪检监察组北京市纪委监委编辑姓名编辑曹子健编辑姓名
反腐,中新网月日电据最高检微信公众号消息近日检察机关依法分别对王群张富杰刘珍瑜提起公诉湖南检察机关依法对王群涉嫌受贿案提起公诉日前湖南省人民政府原参事王群正厅级涉嫌受贿罪一案经湖南省人民检察院指定管辖由邵阳市人民检察院依法向邵阳市中级人民法院提起公诉检察机关在审查起诉阶段依法告知了被告人王群享有的诉讼权利并依法询问了被告人听取了辩护人的意见邵阳市人民检察院起诉指控被告人王群身为国家工作人员利用职务便利为他人谋取利益非法收受他人财物数额特别巨大依法应当以受贿罪追究其刑事责任画中画广告画中画广告贵州检察机关依法对张富杰涉嫌受贿洗钱案提起公诉日前贵州省林业局原一级巡视员张富杰涉嫌受贿罪洗钱罪一案经贵州省人民检察院指定管辖由黔南州人民检察院依法向黔南州中级人民法院提起公诉检察机关在审查起诉阶段依法告知了被告人张富杰享有的诉讼权利并依法讯问了被告人听取了辩护人的意见黔南州人民检察院起诉指控被告人张富杰利用担任贵州省原平坝县委副书记副县长代理县长原平坝县县长县委书记贵州省安顺市政府党组成员副市长贵州贵安新区党工委委员管委会副主任贵州省林业局党组成员副局长等职务上的便利为他人谋取利益非法收受他人财物数额特别巨大虚设债权债务掩饰隐瞒其受贿犯罪所得依法应当以受贿罪洗钱罪追究其刑事责任湖南检察机关依法对刘珍瑜涉嫌受贿滥用职权案提起公诉日前湖南省湘西自治州委原常委州人民政府原常务副州长刘珍瑜副厅级涉嫌受贿罪滥用职权罪一案经湖南省人民检察院指定管辖由衡阳市人民检察院依法向衡阳市中级人民法院提起公诉检察机关在审查起诉阶段依法告知了被告人刘珍瑜享有的诉讼权利并依法询问了被告人听取了辩护人的意见衡阳市人民检察院起诉指控被告人刘珍瑜身为国家机关工作人员利用职务便利为他人谋取利益单独或者通过他人非法收受他人财物数额特别巨大滥用职权致使国家利益遭受重大损失情节特别严重依法应当以受贿罪滥用职权罪追究其刑事责任编辑姓名编辑叶攀编辑姓名
反腐,中央纪委国家监委网站讯据贵州省纪委监委消息经贵州省委批准贵州省纪委监委对贵州大学原党委副书记正厅级任钢建严重违纪违法问题进行了立案审查调查经查任钢建身为党员领导干部丧失理想信念背弃初心使命对党不忠诚不老实处心积虑对抗组织审查无视中央八项规定精神收受可能影响公正执行公务的礼品礼金接受可能影响公正执行公务的旅游活动安排违反组织原则隐瞒不报个人有关事项违规为他人在职务晋升中谋取利益廉洁底线失守违规从事营利活动违规兼职取酬将应由个人支付的费用交由单位报销违规收受礼品对党纪国法毫无敬畏之心利用职务便利为他人谋取利益非法收受他人巨额财物任钢建严重违反党的政治纪律组织纪律和廉洁纪律构成严重职务违法并涉嫌受贿犯罪且在党的十八大后不收敛不收手甚至党的十九大后仍不知止性质严重应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经贵州省纪委常委会会议研究并报贵州省委批准决定给予任钢建开除党籍处分按规定取消其享受的待遇将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送贵州省纪委监委画中画广告画中画广告编辑姓名编辑于晓编辑姓名
反腐,中央纪委国家监委网站讯日前大连市纪委监委通报起破坏营商环境典型案例大连自贸片区规划建设局技术核准及企业服务岗位原负责人刘胜军破坏审批环境问题年月至月刘胜军利用担任保税区城建局建管科大连自贸片区规划建设局技术核准及企业服务岗位负责人等职务便利为他人在建筑施工企业资质办理等方面提供帮助谋取利益单独或伙同他人非法收受钱款刘胜军还存在其他严重违纪违法问题被开除党籍开除公职其涉嫌犯罪问题被移送检察机关依法审查起诉瓦房店市住房和城乡建设局原党组书记局长乔树在公共资源交易领域破坏经营环境问题年至年乔树利用担任瓦房店市谢屯镇副镇长瓦房店市住建局党组书记局长等职务便利为他人在承揽项目拨付工程款等方面提供帮助非法收受他人钱款乔树还存在其他严重违纪违法问题被开除党籍开除公职其涉嫌犯罪问题被移送检察机关依法审查起诉大连华锐智能化科技有限公司原副总经理白永昕在国资国企领域破坏经营环境问题年至年白永昕利用职务便利多次在涉及亲属公司参与的采购合同审批招标活动中未按要求回避为其亲属公司中标提供帮助白永昕还存在其他严重违纪问题被开除党籍解除劳动合同画中画广告画中画广告大连市纪委监委编辑姓名编辑付子豪编辑姓名
反腐,出借万元年收息余万元日前四川省纪委监委网站公开了四川省泸州市住房公积金管理中心原党支部书记主任张伟东违纪违法案的相关细节据披露张伟东通过民间借贷等手段变相受贿幻想借鸡生蛋圆发财梦结果却鸡飞蛋打一场空最终被开除党籍和公职并被依法判处有期徒刑年画中画广告画中画广告世上没有无缘无故的示好企业老板高额向领导干部借钱实则变相行贿明知借钱是假行贿是真仍有不少人揣着明白装糊涂掩耳盗铃自欺欺人就像张伟东在担任泸州市财政局资金管理科科长期间老板熊某为获得他对其公司在相关业务上的关照在本来没有资金需求的情况下主动提出借款请求张伟东明知熊某没有实际资金需求不仅同意还先后三次借给熊某万元直到看到本市财政系统有干部被查才要求熊某立即退还全部本金终止借贷关系至此熊某已向他支付利息余万元正常民间借贷并不违纪违法但是一旦扯上职权和职务利用借贷之名输送金钱利益就变了性质违反了纪法党员干部违规参与民间借贷案件背后往往存在着由风及腐风腐一体的共性问题严重影响公权力的正确行使尽管张伟东心里有着自己的小九九认为借鸡生蛋合理合法和受贿没有关系殊不知他的这种行为已经触犯了党纪国法属于典型的隐性腐败这种行为虽然有间接性隐蔽性和迷惑性但是掩盖不了收受贿赂的事实对于党员干部参与民间借贷党纪法规有明确要求和规定中国共产党纪律处分条例第九十条规定借用管理和服务对象的钱款住房车辆等影响公正执行公务情节较重的给予警告或者严重警告处分情节严重的给予撤销党内职务留党察看或者开除党籍处分通过民间借贷等金融活动获取大额回报影响公正执行公务的依照前款规定处理但是仍有党员干部对此置若罔闻在利益面前昏了头脑湖南省湘潭市人大常委会原副主任傅国平严重违纪违法被双开通报指其以借贷收息等隐蔽方式收受贿赂辽宁省沈抚示范区党工委原委员管委会原副主任赵家鹏严重违纪违法被双开通报指其通过民间借贷获取大额回报据中央纪委国家监委网站通报今年以来已有至少名厅级以上党员干部的贪腐行为和民间借贷有关天上从来都不会掉馅饼领导干部违规放贷牟利本质上是权钱交易广大党员干部当引为镜鉴对照检查众多案例表明那些借鸡生蛋的美梦终究是鸡飞蛋打人财两空中国纪检监察报孙现富编辑姓名编辑于晓编辑姓名
反腐,中新网广州月日电记者程景伟据广东省纪委监委南粤清风网日通报广东省江门市江海区委书记聂加伟涉嫌严重违纪违法主动投案目前正接受广东省纪委监委纪律审查和监察调查聂加伟男汉族年月出生广东江门人在职研究生学历年月参加工作年月加入中国共产党历任江门市新会区委常委双水镇党委书记江门市新会区委常委副区长江门鹤山市委副书记市长江门市江海区委书记完画中画广告画中画广告编辑姓名编辑姜雨薇编辑姓名
反腐,中新网兰州月日电题中央生态环境保护督察组高度重视群众举报欢迎社会监督中新财经记者阮煜琳月日中央第四生态环境保护督察组进驻甘肃省开展生态环境保护督察并同步公开了受理甘肃省生态环境保护方面的来信来电信访举报的方式同日督察组发布公告欢迎对中央生态环境保护督察组及其成员进行监督经党中央国务院批准第三轮第一批中央生态环境保护督察全面启动组建个中央生态环境保护督察组以下简称督察组分别对福建河南海南甘肃青海个省开展为期约个月的督察进驻工作月日开始中央第四生态环境保护督察组进驻甘肃省开展为期一个月的生态环境保护督察图为督察组第一次全会体会议暨临时党支部成立大会高度重视群众举报月日中央第四生态环境保护督察组督察甘肃省动员会在兰州召开组长蒋卓庆强调做好中央生态环境保护督察要将坚持以人民为中心坚持服务大局坚持系统观念坚持问题导向和严的基调坚持精准科学依法统筹经济发展民生保障和生态环境保护根据工作安排中央第四生态环境保护督察组督察进驻时间为个月进驻期间年月日月日根据党中央国务院要求和督察组职责中央生态环境保护督察组主要受理甘肃省生态环境保护方面的来信来电信访举报并明确其他不属于受理范围的信访举报问题将按规定交由被督察地方处理据媒体公开报道月日中央第四生态环境保护督察组进驻甘肃的启动会结束后督察组组长蒋卓庆副组长董保同直奔信访来电受理间第一时间关切举报受理情况我们要把群众急难愁盼的问题作为工作的重点和关注点认真负责加以督察推动解决努力提升人民群众的幸福感获得感蒋卓庆说董保同指出要高度重视群众来电来信举报的问题及时转办信访事项加强回访抽查跟踪督办对于一些突出问题要组织力量第一时间现场核实现场督办切实把群众反映的问题解决到位月日开始中央第四生态环境保护督察组进驻甘肃省开展为期一个月的生态环境保护督察图为督察组召开专家座谈会切实减轻基层负担为统筹经济发展民生保障和生态环境保护近日中央生态环境保护督察工作领导小组办公室专门致函上述被督察对象要求坚决贯彻落实中央决策部署精准科学依法推进边督边改禁止搞一刀切和滥问责并简化督察接待安排切实减轻基层负担文件要求有关省在督察进驻期间应坚持稳中求进工作总基调把握工作节奏突出工作重点精准科学依法推进边督边改对于督察组受理转办的群众信访举报问题既要认真核实坚决整改切实解决群众反映突出的生态环境问题文件明确中央生态环境保护督察是督察组与有关省共同承担的一项重要政治任务需要双方以高度的政治责任感共同推进完整准确全面贯彻新发展理念加快构建新发展格局着力推动高质量发展要坚决贯彻落实中央八项规定及其实施细则精神严格按照有关要求安排督察接待和督察保障工作能从简的一律从简能简化的一律简化不搞迎来送往层层陪同切实减轻基层负担欢迎社会监督月日中央第四生态环境保护督察组发布关于中央第四生态环境保护督察组作风纪律监督举报方式的公告公告称经党中央国务院批准中央第四生态环境保护督察组于年月日至月日进驻甘肃省开展督察进驻欢迎对中央生态环境保护督察组及其成员进行监督如发现存在违反有关纪律要求的情形可向中央纪委国家监委驻生态环境部纪检监察组和生态环境部机关纪委反映根据工作安排督察组全体成员将严格执行纪律要求接受被督察地方和社会监督在后续工作中将严格落实中央有关要求进一步为基层减负简化程序优化流程不断提高督察工作的精准性针对性确保有序有效完成督察任务展开下沉督察已交办五批群众举报件根据安排中央第四生态环境保护督察组下沉督察工作陆续展开分小组对甘肃省各市州及需要关注的重点问题开展现场督察下沉督察是督察进驻的重要环节主要任务是对重点生态环境违法违规问题进行现场调查取证对群众举报突出问题查处情况进行抽查核实对市州党委政府落实生态环境保护责任推进生态环境保护重点工作情况进行督察月日时分许督察小组仍在工作据公开消息月日中央第四生态环境保护督察组向甘肃省交办了第五批群众举报件共件来电件来信件涉及甘肃省市州及兰州新区群众举报反映问题涉及水污染件生态破坏件噪音污染件大气污染件土壤污染件其他污染问题件截至月日中央第四生态环境保护督察组向甘肃省交办群众举报件共件目前中央第四生态环境保护督察组向甘肃省交办的五批次群众举报件均已按照程序移交相关市州办理完画中画广告画中画广告编辑姓名编辑李岩编辑姓名
反腐,中央纪委国家监委网站讯据安徽省纪委监委消息日前经安徽省委批准安徽省纪委监委对省人大常委会农业与农村工作委员会原主任汪莹纯严重违纪违法问题进行了立案审查调查经查汪莹纯身为党员领导干部丧失理想信念背弃初心使命对党不忠诚不老实对抗组织审查在组织函询时不如实说明问题不知敬畏违反中央八项规定精神违规接受旅游安排和宴请违规收受礼金消费卡三观扭曲家风不正对亲属放任纵容联手贪腐任性妄为滥用职权造成国有财产重大损失私欲膨胀利用职务便利为他人在土地出让财政补贴等方面谋利并非法收受巨额财物汪莹纯严重违反党的政治纪律组织纪律廉洁纪律工作纪律生活纪律构成严重职务违法并涉嫌受贿和滥用职权犯罪且在党的十八大后不收敛不收手性质严重影响恶劣应予严肃处理依据中国共产党纪律处分条例中华人民共和国监察法中华人民共和国公职人员政务处分法等有关规定经安徽省纪委常委会会议研究并报省委批准决定给予汪莹纯开除党籍处分由安徽省监委给予其开除公职处分收缴其违纪违法所得将其涉嫌犯罪问题移送检察机关依法审查起诉所涉财物一并移送安徽省纪委监委画中画广告画中画广告编辑姓名编辑姜雨薇编辑姓名
反腐,中央纪委国家监委网站讯据中央纪委国家监委驻金融监管总局纪检监察组广东省纪委监委消息原中国保险监督管理委员会深圳监管局党委书记局长张辉烨涉嫌严重违纪违法目前正接受中央纪委国家监委驻金融监管总局纪检监察组纪律审查和广东省深圳市监察委员会监察调查画中画广告画中画广告编辑姓名编辑刘阳禾编辑姓名
反腐,中新网月日电据最高检网站消息日前检察机关依法分别对辽宁省大连市政府原党组成员副市长刘岩辽宁省农业农村厅原党组成员副厅长王政准原厦门市纪委交通运输工委书记副巡视员池国清陕西职业技术学院原党委书记何树茂决定逮捕画中画广告画中画广告辽宁检察机关依法对刘岩决定逮捕辽宁省大连市政府原党组成员副市长刘岩正厅级涉嫌受贿一案由辽宁省监察委员会调查终结移送检察机关审查起诉经辽宁省人民检察院指定管辖由丹东市人民检察院审查起诉日前丹东市人民检察院依法以涉嫌受贿罪对刘岩作出逮捕决定该案正在进一步办理中辽宁检察机关依法对王政准决定逮捕辽宁省农业农村厅原党组成员副厅长王政准副厅级涉嫌受贿一案由辽宁省监察委员会调查终结移送检察机关审查起诉经辽宁省人民检察院指定管辖由鞍山市人民检察院审查起诉日前鞍山市人民检察院依法以涉嫌受贿罪对王政准作出逮捕决定该案正在进一步办理中福建检察机关依法对池国清决定逮捕福建省原厦门市纪委交通运输工委书记副巡视员池国清涉嫌受贿一案由福建省监察委员会调查终结移送检察机关审查起诉经福建省人民检察院交办由厦门市人民检察院审查起诉日前厦门市人民检察院依法以涉嫌受贿罪对池国清作出逮捕决定该案正在进一步办理中陕西检察机关依法对何树茂决定逮捕陕西职业技术学院原党委书记何树茂副厅级涉嫌受贿一案由陕西省监察委员会调查终结移送检察机关审查起诉经陕西省人民检察院指定管辖由商洛市人民检察院审查起诉日前商洛市人民检察院依法以涉嫌受贿罪对何树茂作出逮捕决定该案正在进一步办理中编辑姓名编辑于晓编辑姓名
反腐,中新社北京月日电记者张素中国官方日通报重庆市人民政府原党组成员副市长熊雪涉嫌受贿一案的进展日前最高人民检察院依法以涉嫌受贿罪对熊雪作出逮捕决定该案正在进一步办理中公开资料显示熊雪生于年月重庆渝北人年月参加工作年月加入中国共产党他曾长期在重庆工作今年月官方通报熊雪被查经查他在重大原则问题上不同党中央保持一致搞七个有之拉帮结派政绩观扭曲搞形式主义虚报造假对抗组织审查大搞迷信活动熊雪还被指通过民间借贷获取大额回报对配偶不管不教与不法商人勾肩搭背沆瀣一气等画中画广告画中画广告根据党纪政务处分通报熊雪严重违反党的政治纪律组织纪律廉洁纪律工作纪律和生活纪律且在党的十八大后不收敛不收手经中央纪委常委会会议研究并报中共中央批准熊雪已被开除党籍完编辑姓名编辑刘阳禾编辑姓名
